"iso3c_consuming","iso3c_producing","GAEZ_category","prop_of_supply","animal_system","diet","source_ingredient","consuming_ingredient_consumed_tonnes","raw_material","FAOSTAT_name","FAO_code","map_spam_code","producing_ingredient_consumed_tonnes"
"PRK","TZA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","TZA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","TZA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UGA","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","UGA","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","UGA","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UGA","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UGA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","UGA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","UGA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UGA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UKR","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","UKR","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","UKR","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UKR","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UKR","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","UKR","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","UKR","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UKR","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","URY","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","URY","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","URY","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","URY","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","URY","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","URY","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","URY","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","URY","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","USA","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","USA","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","USA","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","USA","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","USA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","USA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","USA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","USA","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UZB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","UZB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","UZB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UZB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UZB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","UZB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","UZB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","UZB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VCT","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VCT","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VCT","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VCT","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VCT","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VCT","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VCT","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VCT","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VEN","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VEN","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VEN","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VEN","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VEN","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VEN","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VEN","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VEN","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VGB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VGB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VGB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VGB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VGB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VGB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VGB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VGB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VIR","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VIR","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VIR","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VIR","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VIR","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VIR","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VIR","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VIR","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VNM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VNM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VNM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VNM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VNM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VNM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VNM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VNM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VUT","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VUT","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VUT","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VUT","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VUT","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","VUT","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","VUT","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","VUT","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","WLF","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","WLF","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","WLF","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","WLF","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","WLF","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","WLF","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","WLF","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","WLF","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","WSM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","WSM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","WSM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","WSM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","WSM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","WSM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","WSM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","WSM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","XKO","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","XKO","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","XKO","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","XKO","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","XKO","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","XKO","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","XKO","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","XKO","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","XMI","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","XMI","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","XMI","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","XMI","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","XMI","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","XMI","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","XMI","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","XMI","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","YEM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","YEM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","YEM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","YEM","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","YEM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","YEM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","YEM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","YEM","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZAF","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","ZAF","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","ZAF","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZAF","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZAF","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","ZAF","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","ZAF","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZAF","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZMB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","ZMB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","ZMB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZMB","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZMB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","ZMB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","ZMB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZMB","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZWE","Pulses",0,"salmon_aquaculture_meat","plant-dominant","faba beans",2.808,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","ZWE","Pulses",0,"salmon_aquaculture_meat","plant-dominant","guar meal",3.354,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","ZWE","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea flour",1.95,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZWE","Pulses",0,"salmon_aquaculture_meat","plant-dominant","pea protein concentrate",1.092,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZWE","Pulses",0,"salmon_aquaculture_meat","fish-dominant","faba beans",1.56,"faba beans","Broad beans and horse beans, dry",181,"opul",0
"PRK","ZWE","Pulses",0,"salmon_aquaculture_meat","fish-dominant","guar meal",0,"guar","Other pulses n.e.c.",211,"opul",0
"PRK","ZWE","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea flour",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ZWE","Pulses",0,"salmon_aquaculture_meat","fish-dominant","pea protein concentrate",0,"peas","Peas, dry; Peas, green",187,"opul",0
"PRK","ABW","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ABW","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AFG","Rapeseed",0.000000768253195604349,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0.0000110259698633136
"PRK","AFG","Rapeseed",0.000000768253195604349,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AGO","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AGO","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AIA","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AIA","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ALA","Rapeseed",0.00000273493183190887,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0.0000392517416515561
"PRK","ALA","Rapeseed",0.00000273493183190887,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ALB","Rapeseed",0.000000000833668532182029,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0.0000000119648107738765
"PRK","ALB","Rapeseed",0.000000000833668532182029,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AND","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AND","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ARE","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ARE","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ARG","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ARG","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ARM","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ARM","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ASM","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ASM","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ATG","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","ATG","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AUS","Rapeseed",0.0443224653855219,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0.636116023213011
"PRK","AUS","Rapeseed",0.0443224653855219,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AUT","Rapeseed",0.00137982710148848,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0.0198032785605627
"PRK","AUT","Rapeseed",0.00137982710148848,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AZE","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","AZE","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","BDI","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","BDI","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","BEL","Rapeseed",0.000478963079050312,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0.00687407811053008
"PRK","BEL","Rapeseed",0.000478963079050312,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","BEN","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","BEN","Rapeseed",0,"salmon_aquaculture_meat","fish-dominant","canola oil",0,"rapeseed","Rape or colza seed",270,"rape",0
"PRK","BES","Rapeseed",0,"salmon_aquaculture_meat","plant-dominant","canola oil",14.352,"rapeseed","Rape or colza seed",270,"rape",0
