"allocation","diet","fcr","spp_type","ingredient_raw_material","med_ad","mean_ad","global_mean","lower_med_ad","upper_med_ad","lower_mean_ad","upper_mean_ad","range_med_ad","range_mean_ad"
"ge","plant-dominant","regular","Marine mammal","forage fish_fish oil",0.00000029698670502364,0.000000528814252644162,0.000000297375281583457,0.000000000388576559817722,0.000000594361986607097,-0.000000231438971060704,0.000000826189534227619,0.000000593973410047279,0.00000105762850528832
"ge","plant-dominant","regular","Marine mammal","forage fish_fish meal",0.000000307369287240099,0.000000572441992716568,0.000000307530184362114,0.000000000160897122014614,0.000000614899471602213,-0.000000264911808354454,0.000000879972177078682,0.000000614738574480199,0.00000114488398543314
"ge","plant-dominant","regular","elasmobranchs","trimmings fish_fish oil, cut offs",0.000000270498283141661,0.000000395178977324296,0.00000027066521366662,0.000000000166930524958531,0.000000541163496808281,-0.000000124513763657676,0.000000665844190990916,0.000000540996566283323,0.000000790357954648592
"ge","plant-dominant","regular","elasmobranchs","trimmings fish_fish meal, cut offs",0.000000114342621052924,0.000000169880096493056,0.000000114463678994373,0.00000000012105794144901,0.000000228806300047297,-0.0000000554164174986836,0.000000284343775487429,0.000000228685242105848,0.000000339760192986113
"ge","plant-dominant","regular","elasmobranchs","forage fish_fish oil",0.000000256205207446804,0.000000447225119503364,0.000000256462588646491,0.000000000257381199686435,0.000000512667796093295,-0.000000190762530856874,0.000000703687708149855,0.000000512410414893608,0.000000894450239006729
"ge","plant-dominant","regular","elasmobranchs","forage fish_fish meal",0.00000014778726021712,0.000000265606059202989,0.000000147895737291666,0.000000000108477074545199,0.000000295682997508786,-0.000000117710321911323,0.000000413501796494654,0.000000295574520434241,0.000000531212118405977
"ge","plant-dominant","regular","corals","trimmings fish_fish oil, cut offs",0.0000000786791826270937,0.000000106639454437106,0.0000000787293605444704,0.0000000000501779173767147,0.000000157408543171564,-0.0000000279100938926353,0.000000185368814981576,0.000000157358365254187,0.000000213278908874211
"ge","plant-dominant","regular","corals","trimmings fish_fish meal, cut offs",0.00000000247014970828275,0.00000000362905741865046,0.00000000265274786709825,0.000000000182598158815495,0.000000005122897575381,-0.000000000976309551552216,0.00000000628180528574871,0.0000000049402994165655,0.00000000725811483730092
"ge","plant-dominant","regular","corals","forage fish_fish oil",0.000000563052281908978,0.000000931818545207762,0.000000563942085917231,0.000000000889804008252781,0.00000112699436782621,-0.000000367876459290531,0.00000149576063112499,0.00000112610456381796,0.00000186363709041552
"ge","plant-dominant","regular","corals","forage fish_fish meal",0.000000103590628804188,0.000000172744369310391,0.000000104138862762419,0.000000000548233958230782,0.000000207729491566607,-0.0000000686055065479721,0.000000276883232072809,0.000000207181257608376,0.000000345488738620781
"ge","plant-dominant","regular","Marine plant","trimmings fish_fish oil, cut offs",0.000000431637740220823,0.000000510367370691017,0.000000440444095865531,0.00000000880635564470822,0.000000872081836086353,-0.0000000699232748254867,0.000000950811466556548,0.000000863275480441645,0.00000102073474138203
"ge","plant-dominant","regular","Marine plant","trimmings fish_fish meal, cut offs",0.0000000996242535251981,0.000000159028317413621,0.000000102950373349208,0.00000000332611982400977,0.000000202574626874406,-0.0000000560779440644132,0.000000261978690762829,0.000000199248507050396,0.000000318056634827242
"ge","plant-dominant","regular","Marine plant","forage fish_fish oil",0.00000253911636667355,0.00000387076146158064,0.00000255489265628158,0.0000000157762896080271,0.00000509400902295513,-0.00000131586880529906,0.00000642565411786221,0.0000050782327333471,0.00000774152292316127
"ge","plant-dominant","regular","Marine plant","forage fish_fish meal",0.000000643233569703098,0.00000102196893159895,0.000000647980947749331,0.0000000047473780462326,0.00000129121451745243,-0.000000373987983849622,0.00000166994987934828,0.0000012864671394062,0.0000020439378631979
"ge","plant-dominant","regular","echinoderms","trimmings fish_fish oil, cut offs",0.000000139986252359476,0.000000191402471947288,0.000000140329210521346,0.000000000342958161869689,0.000000280315462880822,-0.0000000510732614259421,0.000000331731682468634,0.000000279972504718953,0.000000382804943894576
"ge","plant-dominant","regular","echinoderms","trimmings fish_fish meal, cut offs",0.00000000803340049914319,0.0000000102190323984491,0.00000000859514287398149,0.000000000561742374838303,0.0000000166285433731247,-0.00000000162388952446757,0.0000000188141752724305,0.0000000160668009982864,0.0000000204380647968981
"ge","plant-dominant","regular","echinoderms","forage fish_fish oil",0.000000787940581429694,0.00000128550535770913,0.000000789357792222858,0.00000000141721079316426,0.00000157729837365255,-0.000000496147565486269,0.00000207486314993198,0.00000157588116285939,0.00000257101071541825
"ge","plant-dominant","regular","echinoderms","forage fish_fish meal",0.000000220621716742574,0.000000362685827446209,0.000000221273797409815,0.00000000065208066724054,0.000000441895514152389,-0.000000141412030036395,0.000000583959624856024,0.000000441243433485148,0.000000725371654892419
"ge","plant-dominant","regular","Reptiles","Sunflower_sunflower meal",0.00000272211906767003,0.00000475143436926434,0.00000273495631759976,0.0000000128372499297313,0.00000545707538526979,-0.00000201647805166458,0.00000748639068686411,0.00000544423813534006,0.00000950286873852869
"ge","plant-dominant","regular","Reptiles","Rapeseed_canola oil",0.0000198278878968234,0.0000346547895306304,0.0000198322284989233,0.00000000434060209997256,0.0000396601163957467,-0.000014822561031707,0.0000544870180295537,0.0000396557757936467,0.0000693095790612607
"ge","plant-dominant","regular","Reptiles","Soybean_soy protein concentrate",0.0000209482308342943,0.000033028518923083,0.0000210389345028703,0.0000000907036685759977,0.0000419871653371645,-0.0000119895844202127,0.0000540674534259532,0.0000418964616685885,0.000066057037846166
"ge","plant-dominant","regular","Reptiles","Soybean_soy oil",0.000000653083656406803,0.00000102907669212878,0.000000655967846182701,0.00000000288418977589799,0.0000013090515025895,-0.00000037310884594608,0.00000168504453831148,0.00000130616731281361,0.00000205815338425756
"ge","plant-dominant","regular","Reptiles","Wheat_wheat gluten",0.00000345490476970727,0.00000566087423088014,0.00000345533657008051,0.000000000431800373235092,0.00000691024133978778,-0.00000220553766079963,0.00000911621080096064,0.00000690980953941455,0.0000113217484617603
"ge","plant-dominant","regular","Reptiles","Wheat_wheat",0.00000205684572612403,0.00000336993169945486,0.00000205710362532602,0.00000000025789920199415,0.00000411394935145005,-0.00000131282807412884,0.00000542703532478088,0.00000411369145224805,0.00000673986339890972
"ge","plant-dominant","regular","Reptiles","Pulses_pea protein concentrate",0.000000727091326589562,0.00000119389316296796,0.00000073011186118978,0.00000000302053460021767,0.00000145720318777934,-0.000000463781301778175,0.00000192400502415774,0.00000145418265317912,0.00000238778632593591
"ge","plant-dominant","regular","Reptiles","Pulses_pea flour",0.00000102154939753609,0.00000167743724348587,0.00000102578950269196,0.0000000042401051558727,0.00000204733890022805,-0.00000065164774079391,0.00000270322674617783,0.00000204309879507218,0.00000335487448697174
"ge","plant-dominant","regular","Reptiles","Pulses_guar meal",0.00000159103055544377,0.00000261265762936405,0.00000159762144860834,0.00000000659089316457084,0.00000318865200405212,-0.00000101503618075571,0.00000421027907797239,0.00000318206111088754,0.0000052253152587281
"ge","plant-dominant","regular","Reptiles","CropsNES_linseed oil",0.000000802115750378535,0.00000134625851794762,0.000000810149689670142,0.00000000803393929160734,0.00000161226544004868,-0.000000536108828277475,0.00000215640820761776,0.00000160423150075707,0.00000269251703589523
"ge","plant-dominant","regular","Reptiles","CropsNES_coconut oil",0.000000076664442067177,0.000000128582628969483,0.0000000774645415538411,0.000000000800099486664152,0.000000154128983621018,-0.0000000511180874156418,0.000000206047170523324,0.000000153328884134354,0.000000257165257938966
"ge","plant-dominant","regular","Reptiles","Pulses_faba beans",0.00000125028808442962,0.00000205307155782033,0.00000125547439980678,0.00000000518631537715919,0.00000250576248423639,-0.000000797597158013554,0.00000330854595762711,0.00000250057616885923,0.00000410614311564066
"ge","plant-dominant","regular","Reptiles","Maize_corn gluten meal",0.0000000963182292424654,0.000000165707798670012,0.0000000963219506050932,0.00000000000372136262777323,0.000000192640179847559,-0.0000000693858480649188,0.000000262029749275105,0.000000192636458484931,0.000000331415597340024
"ge","plant-dominant","regular","Reptiles","trimmings fish_fish oil, cut offs",0.000000298527410366335,0.000000453397802871213,0.000000304907051181959,0.00000000637964081562359,0.000000603434461548294,-0.000000148490751689254,0.000000758304854053171,0.00000059705482073267,0.000000906795605742426
"ge","plant-dominant","regular","Reptiles","trimmings fish_fish meal, cut offs",0.000000107554513021341,0.000000176404094199556,0.000000108320555028946,0.000000000766042007604995,0.000000215875068050286,-0.0000000680835391706105,0.000000284724649228501,0.000000215109026042681,0.000000352808188399112
"ge","plant-dominant","regular","Reptiles","forage fish_fish oil",0.000000296600573168204,0.000000478625785848519,0.000000296797116318015,0.000000000196543149810768,0.00000059339768948622,-0.000000181828669530503,0.000000775422902166534,0.000000593201146336409,0.000000957251571697037
"ge","plant-dominant","regular","Reptiles","forage fish_fish meal",0.000000135490612239837,0.000000230523603551975,0.000000135632076524568,0.00000000014146428473083,0.000000271122688764405,-0.0000000948915270274071,0.000000366155680076543,0.000000270981224479674,0.00000046104720710395
"ge","plant-dominant","regular","molluscs","trimmings fish_fish oil, cut offs",0.000000226342611927621,0.00000033188507865455,0.000000226504288433138,0.000000000161676505516795,0.000000452846900360759,-0.000000105380790221412,0.000000558389367087688,0.000000452685223855242,0.000000663770157309099
"ge","plant-dominant","regular","molluscs","trimmings fish_fish meal, cut offs",0.0000000945746868045272,0.000000140801802712856,0.0000000946911324354428,0.000000000116445630915507,0.00000018926581923997,-0.000000046110670277413,0.000000235492935148299,0.000000189149373609054,0.000000281603605425712
"ge","plant-dominant","regular","molluscs","forage fish_fish oil",0.000000303080874731945,0.000000534356541081924,0.000000303322306217859,0.000000000241431485914489,0.000000606403180949804,-0.000000231034234864065,0.000000837678847299783,0.000000606161749463889,0.00000106871308216385
"ge","plant-dominant","regular","molluscs","forage fish_fish meal",0.000000144832669782799,0.000000259843334713517,0.00000014492205716918,0.0000000000893873863816452,0.000000289754726951979,-0.000000114921277544337,0.000000404765391882698,0.000000289665339565598,0.000000519686669427035
"ge","plant-dominant","regular","cnidaria","trimmings fish_fish oil, cut offs",0.000000434412084909301,0.00000068691031549796,0.000000437386475198924,0.00000000297439028962287,0.000000871798560108226,-0.000000249523840299036,0.00000112429679069688,0.000000868824169818603,0.00000137382063099592
"ge","plant-dominant","regular","cnidaria","trimmings fish_fish meal, cut offs",0.000000136274077333963,0.000000215153460978035,0.000000136746264012609,0.000000000472186678646125,0.000000273020341346573,-0.0000000784071969654255,0.000000351899724990644,0.000000272548154667927,0.00000043030692195607
"ge","plant-dominant","regular","cnidaria","forage fish_fish oil",0.000000366946031055388,0.000000602349435309016,0.000000367485827152098,0.000000000539796096710177,0.000000734431858207487,-0.000000234863608156918,0.000000969835262461114,0.000000733892062110776,0.00000120469887061803
"ge","plant-dominant","regular","cnidaria","forage fish_fish meal",0.000000267390847089154,0.000000461372954110604,0.000000267554960034609,0.000000000164112945455486,0.000000534945807123763,-0.000000193817994075994,0.000000728927914145213,0.000000534781694178308,0.000000922745908221207
"ge","plant-dominant","regular","cephalopods","trimmings fish_fish oil, cut offs",0.000000233132405473352,0.000000340717286812366,0.000000233271469233859,0.000000000139063760506986,0.000000466403874707211,-0.000000107445817578507,0.000000573988756046225,0.000000466264810946704,0.000000681434573624732
"ge","plant-dominant","regular","cephalopods","trimmings fish_fish meal, cut offs",0.000000102418069497077,0.000000153153779528529,0.000000102523658479079,0.000000000105588982002303,0.000000204941727976156,-0.0000000506301210494498,0.000000255677438007608,0.000000204836138994154,0.000000306307559057058
"ge","plant-dominant","regular","cephalopods","forage fish_fish oil",0.000000195332928189951,0.000000342265719194082,0.000000195528234350085,0.000000000195306160133413,0.000000390861162540036,-0.000000146737484843998,0.000000537793953544167,0.000000390665856379902,0.000000684531438388164
"ge","plant-dominant","regular","cephalopods","forage fish_fish meal",0.000000144346055502576,0.000000262965725785208,0.000000144437120213903,0.0000000000910647113272489,0.000000288783175716478,-0.000000118528605571305,0.000000407402845999111,0.000000288692111005151,0.000000525931451570416
"ge","plant-dominant","regular","fish","trimmings fish_fish oil, cut offs",0.000000366358081222195,0.00000053405950823972,0.000000366716131769739,0.000000000358050547544231,0.000000733074212991935,-0.000000167343376469981,0.000000900775640009459,0.00000073271616244439,0.00000106811901647944
"ge","plant-dominant","regular","fish","trimmings fish_fish meal, cut offs",0.000000203380813255496,0.000000312787695239629,0.000000203688928511028,0.00000000030811525553176,0.000000407069741766524,-0.000000109098766728602,0.000000516476623750657,0.000000406761626510992,0.000000625575390479259
"ge","plant-dominant","regular","fish","forage fish_fish oil",0.0000005801411403855,0.00000102784170963654,0.000000580487472126564,0.000000000346331741063466,0.00000116062861251206,-0.000000447354237509971,0.0000016083291817631,0.000001160282280771,0.00000205568341927307
"ge","plant-dominant","regular","fish","forage fish_fish meal",0.000000543511897670609,0.00000100591096841716,0.000000543673067734015,0.000000000161170063406324,0.00000108718496540462,-0.000000462237900683145,0.00000154958403615118,0.00000108702379534122,0.00000201182193683432
"ge","plant-dominant","regular","arthropods","trimmings fish_fish oil, cut offs",0.000000228999541124784,0.000000334561253635064,0.000000229151958980898,0.000000000152417856114084,0.000000458151500105683,-0.000000105409294654166,0.000000563713212615962,0.000000457999082249569,0.000000669122507270128
"ge","plant-dominant","regular","arthropods","trimmings fish_fish meal, cut offs",0.0000000977322550306793,0.000000145396039536237,0.0000000978424567673043,0.000000000110201736625015,0.000000195574711797984,-0.0000000475535827689331,0.000000243238496303542,0.000000195464510061359,0.000000290792079072475
"ge","plant-dominant","regular","arthropods","forage fish_fish oil",0.000000297174572035752,0.000000522603020865642,0.000000297402580314677,0.000000000228008278924108,0.000000594577152350429,-0.000000225200440550965,0.000000820005601180318,0.000000594349144071505,0.00000104520604173128
"ge","plant-dominant","regular","arthropods","forage fish_fish meal",0.000000156570478948696,0.000000282025052493494,0.00000015665996505819,0.0000000000894861094946631,0.000000313230444006886,-0.000000125365087435303,0.000000438685017551684,0.000000313140957897392,0.000000564050104986987
"ge","plant-dominant","regular","sponges","trimmings fish_fish oil, cut offs",0.000000139550119919666,0.000000189462643273575,0.000000140365946104052,0.000000000815826184386026,0.000000279916066023717,-0.0000000490966971695237,0.000000329828589377627,0.000000279100239839331,0.000000378925286547151
"ge","plant-dominant","regular","sponges","trimmings fish_fish meal, cut offs",0.0000000115406959828429,0.0000000146855486276596,0.0000000120961642098133,0.00000000055546822697039,0.0000000236368601926563,-0.00000000258938441784627,0.0000000267817128374729,0.0000000230813919656859,0.0000000293710972553192
"ge","plant-dominant","regular","sponges","forage fish_fish oil",0.000000854822497375572,0.00000138046376914045,0.00000085726100432749,0.00000000243850695191838,0.00000171208350170306,-0.000000523202764812961,0.00000223772477346794,0.00000170964499475114,0.0000027609275382809
"ge","plant-dominant","regular","sponges","forage fish_fish meal",0.000000236541022428466,0.000000384474643489499,0.000000237469562562137,0.000000000928540133671163,0.000000474010584990604,-0.000000147005080927362,0.000000621944206051637,0.000000473082044856932,0.000000768949286978999
"mass","fish-dominant","efficient","Terrestrial mammal","Wheat_wheat gluten",0.00000378611435691614,0.00000617868002691909,0.0000037869462435868,0.000000000831886670660253,0.00000757306060050293,-0.00000239173378333229,0.00000996562627050589,0.00000757222871383227,0.0000123573600538382
"mass","fish-dominant","efficient","Terrestrial mammal","Wheat_wheat",0.00000203881382667498,0.00000332697917189885,0.00000203926367265489,0.000000000449845979910712,0.00000407807749932988,-0.00000128771549924396,0.00000536624284455375,0.00000407762765334997,0.0000066539583437977
"mass","fish-dominant","efficient","Terrestrial mammal","Soybean_soybean meal",0.0000152490398028263,0.0000238538966891977,0.0000153525610619468,0.000000103521259120498,0.0000306016008647731,-0.00000850133562725092,0.0000392064577511445,0.0000304980796056526,0.0000477077933783954
"mass","fish-dominant","efficient","Terrestrial mammal","Pulses_faba beans",0.000000744204048563857,0.00000121233869276403,0.000000747661962741076,0.00000000345791417721841,0.00000149186601130493,-0.000000464676730022956,0.00000196000065550511,0.00000148840809712771,0.00000242467738552806
"mass","fish-dominant","efficient","Terrestrial mammal","Maize_corn gluten meal",0.000000396253328624391,0.000000674571599680623,0.000000396278671082558,0.0000000000253424581667105,0.000000792531999706949,-0.000000278292928598065,0.00000107085027076318,0.000000792506657248782,0.00000134914319936125
"mass","fish-dominant","efficient","Amphibians","Wheat_wheat gluten",0.00000285293133780032,0.00000452941815961405,0.00000285766799819756,0.00000000473666039724208,0.00000571059933599788,-0.00000167175016141648,0.00000738708615781161,0.00000570586267560064,0.00000905883631922809
"mass","fish-dominant","efficient","Amphibians","Wheat_wheat",0.00000153654236100836,0.00000243931157670346,0.00000153910506217075,0.00000000256270116238966,0.00000307564742317912,-0.000000900206514532711,0.00000397841663887422,0.00000307308472201673,0.00000487862315340693
"mass","fish-dominant","efficient","Amphibians","Soybean_soybean meal",0.0000107055176491949,0.0000165393656708455,0.0000107828592667497,0.0000000773416175547936,0.0000214883769159446,-0.0000057565064040958,0.0000273222249375952,0.0000214110352983898,0.000033078731341691
"mass","fish-dominant","efficient","Amphibians","Pulses_faba beans",0.000000561619015182088,0.000000904921094329515,0.000000564913480993353,0.00000000329446581126547,0.00000112653249617544,-0.000000340007613336162,0.00000146983457532287,0.00000112323803036418,0.00000180984218865903
"mass","fish-dominant","efficient","Amphibians","Maize_corn gluten meal",0.000000304622022021443,0.000000511577072058272,0.000000304649316077347,0.0000000000272940559042922,0.00000060927133809879,-0.000000206927755980925,0.000000816226388135619,0.000000609244044042886,0.00000102315414411654
"mass","fish-dominant","efficient","Amphibians","trimmings fish_fish oil, cut offs",0.0000000340273423039219,0.0000000539754139931382,0.000000035816951820056,0.00000000178960951613405,0.0000000698442941239779,-0.0000000181584621730822,0.0000000897923658131942,0.0000000680546846078438,0.000000107950827986276
"mass","fish-dominant","efficient","Amphibians","trimmings fish_fish meal, cut offs",0.0000000177032550543718,0.0000000250254951387609,0.0000000193773033987629,0.00000000167404834439111,0.0000000370805584531346,-0.00000000564819173999807,0.0000000444027985375238,0.0000000354065101087435,0.0000000500509902775219
"mass","fish-dominant","efficient","Amphibians","forage fish_fish oil",0.000000186202062789652,0.000000235784888957405,0.00000021195136059473,0.0000000257492978050777,0.000000398153423384382,-0.0000000238335283626754,0.000000447736249552135,0.000000372404125579304,0.00000047156977791481
"mass","fish-dominant","efficient","Amphibians","forage fish_fish meal",0.0000000980932080887476,0.00000012537573914557,0.000000134697007191611,0.0000000366037991028634,0.000000232790215280359,0.00000000932126804604077,0.000000260072746337181,0.000000196186416177495,0.00000025075147829114
"mass","fish-dominant","efficient","Bird","Wheat_wheat gluten",0.00000376679876830088,0.00000617533490469255,0.0000037676891774917,0.000000000890409190823505,0.00000753448794579258,-0.00000240764572720085,0.00000994302408218425,0.00000753359753660176,0.0000123506698093851
"mass","fish-dominant","efficient","Bird","Wheat_wheat",0.00000202812774108868,0.00000332466485553474,0.00000202860984813741,0.000000000482107048727087,0.0000040567375892261,-0.00000129605500739732,0.00000535327470367215,0.00000405625548217737,0.00000664932971106947
"mass","fish-dominant","efficient","Bird","Soybean_soybean meal",0.000010470090704561,0.0000163520128470243,0.0000105402124014545,0.0000000701216968934659,0.0000210103031060156,-0.00000581180044556979,0.0000268922252484788,0.0000209401814091221,0.0000327040256940486
"mass","fish-dominant","efficient","Bird","Pulses_faba beans",0.000000713011017480958,0.00000117398757065134,0.000000716176905033072,0.00000000316588755211455,0.00000142918792251403,-0.000000457810665618268,0.00000189016447568441,0.00000142602203496192,0.00000234797514130268
"mass","fish-dominant","efficient","Bird","Maize_corn gluten meal",0.000000409927441130907,0.000000702103949972924,0.000000409944392904225,0.0000000000169517733183966,0.000000819871834035132,-0.000000292159557068699,0.00000111204834287715,0.000000819854882261813,0.00000140420789994585
"mass","fish-dominant","efficient","Bird","trimmings fish_fish oil, cut offs",0.000000479439863188175,0.000000836117735546014,0.000000479702490025119,0.000000000262626836944335,0.000000959142353213294,-0.000000356415245520895,0.00000131582022557113,0.00000095887972637635,0.00000167223547109203
"mass","fish-dominant","efficient","Bird","trimmings fish_fish meal, cut offs",0.000000290296760135113,0.000000513775656062666,0.000000291114988398035,0.000000000818228262922105,0.000000581411748533148,-0.000000222660667664631,0.000000804890644460701,0.000000580593520270226,0.00000102755131212533
"mass","fish-dominant","efficient","Bird","forage fish_fish oil",0.0000000642882557021495,0.0000000983725223204356,0.0000000645188596825052,0.000000000230603980355681,0.000000128807115384655,-0.0000000338536626379304,0.000000162891382002941,0.000000128576511404299,0.000000196745044640871
"mass","fish-dominant","efficient","Bird","forage fish_fish meal",0.0000000404922982900767,0.0000000655638727338393,0.0000000409073032649064,0.000000000415004974829714,0.0000000813996015549831,-0.0000000246565694689329,0.000000106471175998746,0.0000000809845965801534,0.000000131127745467679
"mass","fish-dominant","efficient","Marine mammal","trimmings fish_fish oil, cut offs",0.000000434629103805353,0.00000063241511678745,0.000000435154245291205,0.000000000525141485852032,0.000000869783349096559,-0.000000197260871496244,0.00000106756936207865,0.000000869258207610707,0.0000012648302335749
