"crop_number","SPAM_short_name","SPAM_super","SPAM_full_name","FAONAMES","FAO_item_code_NFB","FAO_item_code","GROUP","product_description_FAOSTAT","non_food"
42.3,"othr","othr","rest of crops","all individual other crops",NA,824,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,825,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,827,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,828,NA,"Cigarettes",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,829,NA,"Cigars and Cheroots",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,830,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,831,NA,"Tobacco Products nes",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,832,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,833,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,834,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,835,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,836,NA,"Natural rubber",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,837,NA,"Rubber, Natural (Dry)",NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,838,NA,NA,NA
42.3,"othr","othr","rest of crops","all individual other crops",NA,839,NA,"Natural gums",NA
