"iso3c","raw_name","prop_diet","production_system","species","diet"
"THA","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"THA","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"THA","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"THA","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"THA","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"THA","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"THA","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"THA","other",0.004,"aquaculture","salmon","plant-dominant"
"THA","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"THA","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"THA","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"THA","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"THA","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"THA","wheat",0.065,"aquaculture","salmon","plant-dominant"
"THA","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TLS","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TLS","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TLS","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TLS","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TLS","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TLS","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TLS","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TLS","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TLS","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TLS","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TLS","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TLS","other",0.004,"aquaculture","salmon","plant-dominant"
"TLS","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TLS","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TLS","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TLS","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TLS","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TLS","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TLS","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TGO","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TGO","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TGO","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TGO","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TGO","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TGO","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TGO","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TGO","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TGO","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TGO","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TGO","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TGO","other",0.004,"aquaculture","salmon","plant-dominant"
"TGO","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TGO","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TGO","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TGO","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TGO","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TGO","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TGO","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TKL","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TKL","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TKL","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TKL","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TKL","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TKL","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TKL","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TKL","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TKL","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TKL","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TKL","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TKL","other",0.004,"aquaculture","salmon","plant-dominant"
"TKL","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TKL","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TKL","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TKL","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TKL","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TKL","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TKL","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TON","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TON","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TON","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TON","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TON","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TON","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TON","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TON","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TON","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TON","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TON","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TON","other",0.004,"aquaculture","salmon","plant-dominant"
"TON","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TON","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TON","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TON","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TON","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TON","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TON","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TTO","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TTO","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TTO","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TTO","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TTO","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TTO","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TTO","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TTO","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TTO","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TTO","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TTO","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TTO","other",0.004,"aquaculture","salmon","plant-dominant"
"TTO","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TTO","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TTO","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TTO","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TTO","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TTO","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TTO","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TUN","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TUN","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TUN","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TUN","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TUN","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TUN","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TUN","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TUN","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TUN","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TUN","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TUN","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TUN","other",0.004,"aquaculture","salmon","plant-dominant"
"TUN","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TUN","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TUN","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TUN","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TUN","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TUN","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TUN","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TUR","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TUR","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TUR","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TUR","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TUR","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TUR","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TUR","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TUR","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TUR","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TUR","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TUR","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TUR","other",0.004,"aquaculture","salmon","plant-dominant"
"TUR","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TUR","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TUR","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TUR","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TUR","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TUR","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TUR","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TKM","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TKM","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TKM","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TKM","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TKM","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TKM","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TKM","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TKM","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TKM","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TKM","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TKM","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TKM","other",0.004,"aquaculture","salmon","plant-dominant"
"TKM","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TKM","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TKM","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TKM","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TKM","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TKM","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TKM","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TCA","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TCA","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TCA","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TCA","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TCA","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TCA","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TCA","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TCA","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TCA","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TCA","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TCA","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TCA","other",0.004,"aquaculture","salmon","plant-dominant"
"TCA","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TCA","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TCA","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TCA","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TCA","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TCA","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TCA","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"TUV","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"TUV","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"TUV","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"TUV","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"TUV","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"TUV","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"TUV","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"TUV","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"TUV","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"TUV","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"TUV","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"TUV","other",0.004,"aquaculture","salmon","plant-dominant"
"TUV","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"TUV","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"TUV","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"TUV","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"TUV","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"TUV","wheat",0.065,"aquaculture","salmon","plant-dominant"
"TUV","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"UGA","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"UGA","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"UGA","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"UGA","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"UGA","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"UGA","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"UGA","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"UGA","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"UGA","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"UGA","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"UGA","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"UGA","other",0.004,"aquaculture","salmon","plant-dominant"
"UGA","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"UGA","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"UGA","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"UGA","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"UGA","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"UGA","wheat",0.065,"aquaculture","salmon","plant-dominant"
"UGA","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"UKR","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"UKR","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"UKR","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"UKR","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"UKR","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"UKR","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"UKR","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"UKR","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"UKR","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"UKR","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"UKR","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"UKR","other",0.004,"aquaculture","salmon","plant-dominant"
"UKR","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"UKR","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"UKR","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"UKR","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"UKR","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"UKR","wheat",0.065,"aquaculture","salmon","plant-dominant"
"UKR","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"ARE","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"ARE","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"ARE","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"ARE","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"ARE","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"ARE","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"ARE","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"ARE","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"ARE","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"ARE","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"ARE","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"ARE","other",0.004,"aquaculture","salmon","plant-dominant"
"ARE","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"ARE","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"ARE","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"ARE","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"ARE","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"ARE","wheat",0.065,"aquaculture","salmon","plant-dominant"
"ARE","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"GBR","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"GBR","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"GBR","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"GBR","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"GBR","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"GBR","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"GBR","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"GBR","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"GBR","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"GBR","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"GBR","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"GBR","other",0.004,"aquaculture","salmon","plant-dominant"
"GBR","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"GBR","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"GBR","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"GBR","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"GBR","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"GBR","wheat",0.065,"aquaculture","salmon","plant-dominant"
"GBR","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"USA","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"USA","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"USA","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"USA","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"USA","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"USA","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"USA","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"USA","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"USA","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"USA","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"USA","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"USA","other",0.004,"aquaculture","salmon","plant-dominant"
"USA","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"USA","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"USA","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"USA","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"USA","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"USA","wheat",0.065,"aquaculture","salmon","plant-dominant"
"USA","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"URY","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"URY","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"URY","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"URY","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"URY","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"URY","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"URY","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"URY","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"URY","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"URY","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"URY","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"URY","other",0.004,"aquaculture","salmon","plant-dominant"
"URY","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"URY","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"URY","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"URY","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"URY","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"URY","wheat",0.065,"aquaculture","salmon","plant-dominant"
"URY","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"UZB","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"UZB","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"UZB","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"UZB","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"UZB","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"UZB","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"UZB","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"UZB","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"UZB","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"UZB","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"UZB","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"UZB","other",0.004,"aquaculture","salmon","plant-dominant"
"UZB","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"UZB","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"UZB","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"UZB","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"UZB","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"UZB","wheat",0.065,"aquaculture","salmon","plant-dominant"
"UZB","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"VUT","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"VUT","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"VUT","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"VUT","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"VUT","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"VUT","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"VUT","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"VUT","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"VUT","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"VUT","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"VUT","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"VUT","other",0.004,"aquaculture","salmon","plant-dominant"
"VUT","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"VUT","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"VUT","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"VUT","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"VUT","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"VUT","wheat",0.065,"aquaculture","salmon","plant-dominant"
"VUT","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"VEN","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"VEN","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"VEN","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"VEN","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"VEN","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"VEN","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"VEN","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"VEN","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"VEN","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"VEN","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"VEN","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"VEN","other",0.004,"aquaculture","salmon","plant-dominant"
"VEN","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"VEN","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"VEN","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"VEN","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"VEN","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"VEN","wheat",0.065,"aquaculture","salmon","plant-dominant"
"VEN","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"VNM","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"VNM","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"VNM","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"VNM","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"VNM","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"VNM","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"VNM","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"VNM","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"VNM","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"VNM","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"VNM","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"VNM","other",0.004,"aquaculture","salmon","plant-dominant"
"VNM","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"VNM","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"VNM","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"VNM","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"VNM","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"VNM","wheat",0.065,"aquaculture","salmon","plant-dominant"
"VNM","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"VIR","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"VIR","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"VIR","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"VIR","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"VIR","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"VIR","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"VIR","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
