"iso3c","raw_name","prop_diet","production_system","species","diet"
"SGP","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SGP","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SXM","canola oil",0,"aquaculture","salmon","fish-dominant"
"SXM","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SXM","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SXM","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SXM","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SXM","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SXM","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SXM","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SXM","guar meal",0,"aquaculture","salmon","fish-dominant"
"SXM","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SXM","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SXM","other",0,"aquaculture","salmon","fish-dominant"
"SXM","pea flour",0,"aquaculture","salmon","fish-dominant"
"SXM","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SXM","soy oil",0,"aquaculture","salmon","fish-dominant"
"SXM","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SXM","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SXM","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SXM","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SXM","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SVK","canola oil",0,"aquaculture","salmon","fish-dominant"
"SVK","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SVK","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SVK","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SVK","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SVK","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SVK","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SVK","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SVK","guar meal",0,"aquaculture","salmon","fish-dominant"
"SVK","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SVK","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SVK","other",0,"aquaculture","salmon","fish-dominant"
"SVK","pea flour",0,"aquaculture","salmon","fish-dominant"
"SVK","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SVK","soy oil",0,"aquaculture","salmon","fish-dominant"
"SVK","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SVK","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SVK","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SVK","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SVK","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SVN","canola oil",0,"aquaculture","salmon","fish-dominant"
"SVN","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SVN","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SVN","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SVN","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SVN","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SVN","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SVN","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SVN","guar meal",0,"aquaculture","salmon","fish-dominant"
"SVN","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SVN","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SVN","other",0,"aquaculture","salmon","fish-dominant"
"SVN","pea flour",0,"aquaculture","salmon","fish-dominant"
"SVN","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SVN","soy oil",0,"aquaculture","salmon","fish-dominant"
"SVN","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SVN","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SVN","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SVN","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SVN","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SLB","canola oil",0,"aquaculture","salmon","fish-dominant"
"SLB","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SLB","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SLB","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SLB","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SLB","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SLB","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SLB","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SLB","guar meal",0,"aquaculture","salmon","fish-dominant"
"SLB","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SLB","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SLB","other",0,"aquaculture","salmon","fish-dominant"
"SLB","pea flour",0,"aquaculture","salmon","fish-dominant"
"SLB","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SLB","soy oil",0,"aquaculture","salmon","fish-dominant"
"SLB","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SLB","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SLB","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SLB","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SLB","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SOM","canola oil",0,"aquaculture","salmon","fish-dominant"
"SOM","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SOM","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SOM","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SOM","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SOM","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SOM","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SOM","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SOM","guar meal",0,"aquaculture","salmon","fish-dominant"
"SOM","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SOM","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SOM","other",0,"aquaculture","salmon","fish-dominant"
"SOM","pea flour",0,"aquaculture","salmon","fish-dominant"
"SOM","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SOM","soy oil",0,"aquaculture","salmon","fish-dominant"
"SOM","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SOM","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SOM","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SOM","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SOM","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"ZAF","canola oil",0,"aquaculture","salmon","fish-dominant"
"ZAF","coconut oil",0,"aquaculture","salmon","fish-dominant"
"ZAF","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"ZAF","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"ZAF","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"ZAF","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"ZAF","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"ZAF","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"ZAF","guar meal",0,"aquaculture","salmon","fish-dominant"
"ZAF","linseed oil",0,"aquaculture","salmon","fish-dominant"
"ZAF","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"ZAF","other",0,"aquaculture","salmon","fish-dominant"
"ZAF","pea flour",0,"aquaculture","salmon","fish-dominant"
"ZAF","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ZAF","soy oil",0,"aquaculture","salmon","fish-dominant"
"ZAF","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ZAF","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"ZAF","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"ZAF","wheat",0.07,"aquaculture","salmon","fish-dominant"
"ZAF","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"KOR","canola oil",0,"aquaculture","salmon","fish-dominant"
"KOR","coconut oil",0,"aquaculture","salmon","fish-dominant"
"KOR","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"KOR","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"KOR","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"KOR","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"KOR","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"KOR","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"KOR","guar meal",0,"aquaculture","salmon","fish-dominant"
"KOR","linseed oil",0,"aquaculture","salmon","fish-dominant"
"KOR","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"KOR","other",0,"aquaculture","salmon","fish-dominant"
"KOR","pea flour",0,"aquaculture","salmon","fish-dominant"
"KOR","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"KOR","soy oil",0,"aquaculture","salmon","fish-dominant"
"KOR","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"KOR","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"KOR","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"KOR","wheat",0.07,"aquaculture","salmon","fish-dominant"
"KOR","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SSD","canola oil",0,"aquaculture","salmon","fish-dominant"
"SSD","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SSD","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SSD","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SSD","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SSD","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SSD","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SSD","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SSD","guar meal",0,"aquaculture","salmon","fish-dominant"
"SSD","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SSD","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SSD","other",0,"aquaculture","salmon","fish-dominant"
"SSD","pea flour",0,"aquaculture","salmon","fish-dominant"
"SSD","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SSD","soy oil",0,"aquaculture","salmon","fish-dominant"
"SSD","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SSD","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SSD","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SSD","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SSD","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"ESP","canola oil",0,"aquaculture","salmon","fish-dominant"
"ESP","coconut oil",0,"aquaculture","salmon","fish-dominant"
"ESP","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"ESP","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"ESP","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"ESP","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"ESP","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"ESP","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"ESP","guar meal",0,"aquaculture","salmon","fish-dominant"
"ESP","linseed oil",0,"aquaculture","salmon","fish-dominant"
"ESP","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"ESP","other",0,"aquaculture","salmon","fish-dominant"
"ESP","pea flour",0,"aquaculture","salmon","fish-dominant"
"ESP","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ESP","soy oil",0,"aquaculture","salmon","fish-dominant"
"ESP","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ESP","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"ESP","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"ESP","wheat",0.07,"aquaculture","salmon","fish-dominant"
"ESP","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"LKA","canola oil",0,"aquaculture","salmon","fish-dominant"
"LKA","coconut oil",0,"aquaculture","salmon","fish-dominant"
"LKA","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"LKA","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"LKA","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"LKA","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"LKA","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"LKA","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"LKA","guar meal",0,"aquaculture","salmon","fish-dominant"
"LKA","linseed oil",0,"aquaculture","salmon","fish-dominant"
"LKA","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"LKA","other",0,"aquaculture","salmon","fish-dominant"
"LKA","pea flour",0,"aquaculture","salmon","fish-dominant"
"LKA","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"LKA","soy oil",0,"aquaculture","salmon","fish-dominant"
"LKA","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"LKA","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"LKA","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"LKA","wheat",0.07,"aquaculture","salmon","fish-dominant"
"LKA","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SDN","canola oil",0,"aquaculture","salmon","fish-dominant"
"SDN","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SDN","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SDN","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SDN","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SDN","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SDN","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SDN","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SDN","guar meal",0,"aquaculture","salmon","fish-dominant"
"SDN","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SDN","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SDN","other",0,"aquaculture","salmon","fish-dominant"
"SDN","pea flour",0,"aquaculture","salmon","fish-dominant"
"SDN","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SDN","soy oil",0,"aquaculture","salmon","fish-dominant"
"SDN","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SDN","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SDN","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SDN","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SDN","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SUR","canola oil",0,"aquaculture","salmon","fish-dominant"
"SUR","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SUR","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SUR","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SUR","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SUR","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SUR","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SUR","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SUR","guar meal",0,"aquaculture","salmon","fish-dominant"
"SUR","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SUR","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SUR","other",0,"aquaculture","salmon","fish-dominant"
"SUR","pea flour",0,"aquaculture","salmon","fish-dominant"
"SUR","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SUR","soy oil",0,"aquaculture","salmon","fish-dominant"
"SUR","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SUR","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SUR","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SUR","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SUR","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SJM","canola oil",0,"aquaculture","salmon","fish-dominant"
"SJM","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SJM","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SJM","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SJM","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SJM","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SJM","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SJM","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SJM","guar meal",0,"aquaculture","salmon","fish-dominant"
"SJM","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SJM","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SJM","other",0,"aquaculture","salmon","fish-dominant"
"SJM","pea flour",0,"aquaculture","salmon","fish-dominant"
"SJM","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SJM","soy oil",0,"aquaculture","salmon","fish-dominant"
"SJM","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SJM","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"SJM","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"SJM","wheat",0.07,"aquaculture","salmon","fish-dominant"
"SJM","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"SWZ","canola oil",0,"aquaculture","salmon","fish-dominant"
"SWZ","coconut oil",0,"aquaculture","salmon","fish-dominant"
"SWZ","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"SWZ","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"SWZ","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"SWZ","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"SWZ","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"SWZ","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"SWZ","guar meal",0,"aquaculture","salmon","fish-dominant"
"SWZ","linseed oil",0,"aquaculture","salmon","fish-dominant"
"SWZ","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"SWZ","other",0,"aquaculture","salmon","fish-dominant"
"SWZ","pea flour",0,"aquaculture","salmon","fish-dominant"
"SWZ","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"SWZ","soy oil",0,"aquaculture","salmon","fish-dominant"
