BINOMIAL,AOH_name,excluded,ORDER,Red_List_Category_2019,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Carpitalpa arendsi,Carpitalpa_arendsi,no,AFROSORICIDA,VU,0.60163306147324,0,0,No
Chrysochloris stuhlmanni,Chrysochloris_stuhlmanni,no,AFROSORICIDA,LC,0.298823073159095,0,0,No
Chrysospalax villosus,Chrysospalax_villosus,no,AFROSORICIDA,VU,0.689204850045518,0,0,No
Cryptochloris wintoni,Cryptochloris_wintoni,no,AFROSORICIDA,CR,0.685799052127727,0,0,No
Cryptochloris zyli,Cryptochloris_zyli,no,AFROSORICIDA,EN,0.204800715272529,0,0,No
Dendrohyrax arboreus,Dendrohyrax_arboreus,no,HYRACOIDEA,LC,0.626927971455959,0,0,No
Dendrohyrax dorsalis,Dendrohyrax_dorsalis,no,HYRACOIDEA,LC,0.864343190143393,0,0,No
Dendrohyrax validus,Dendrohyrax_validus,no,HYRACOIDEA,NT,0.645400476434496,0,0,No
Elephantulus revoilii,Elephantulus_revoilii,no,MACROSCELIDEA,DD,0.914434499861962,0,0,No
Heterohyrax brucei,Heterohyrax_brucei,no,HYRACOIDEA,LC,0.611753050985767,1,19,Yes
Huetia leucorhina,Huetia_leucorhina,no,AFROSORICIDA,DD,0.909519992279441,0,0,No
Neamblysomus julianae,Neamblysomus_julianae,no,AFROSORICIDA,EN,0.903468265444216,0,0,No
Orycteropus afer,Orycteropus_afer,no,TUBULIDENTATA,LC,0.978480165587526,1,19,Yes
Procavia capensis,Procavia_capensis,no,HYRACOIDEA,LC,0.612507442600915,0.8,125,Yes
Rhynchocyon udzungwensis,Rhynchocyon_udzungwensis,no,MACROSCELIDEA,VU,0.953168952432999,0,0,No
Amblysomus corriae,Amblysomus_corriae,no,AFROSORICIDA,NT,0.994104397104009,0,0,No
Amblysomus hottentotus,Amblysomus_hottentotus,no,AFROSORICIDA,LC,0.995174342558884,0,0,No
Amblysomus marleyi,Amblysomus_marleyi,no,AFROSORICIDA,EN,0.986857707684741,0,0,No
Calcochloris tytonis,Calcochloris_tytonis,no,AFROSORICIDA,DD,0.0919418452859519,0,0,No
Chlorotalpa duthieae,Chlorotalpa_duthieae,no,AFROSORICIDA,VU,0.992753556441286,0,0,No
Chlorotalpa sclateri,Chlorotalpa_sclateri,no,AFROSORICIDA,LC,0.975520959378488,0,0,No
Chrysochloris asiatica,Chrysochloris_asiatica,no,AFROSORICIDA,LC,0.992211356358327,1,13,Yes
Chrysochloris visagiei,Chrysochloris_visagiei,no,AFROSORICIDA,DD,0.949746078315609,0,0,No
Chrysospalax trevelyani,Chrysospalax_trevelyani,no,AFROSORICIDA,EN,0.951595942397465,0,0,No
Eremitalpa granti,Eremitalpa_granti,no,AFROSORICIDA,LC,0.70116484338027,0,0,No
Neamblysomus gunningi,Neamblysomus_gunningi,no,AFROSORICIDA,EN,0.832378577355915,0,0,No
Caracal aurata,Caracal_aurata,no,CARNIVORA,VU,0.804778042614812,0,0,No
Felis silvestris,Felis_silvestris,no,CARNIVORA,LC,0.948843829911106,1,38,Yes
Herpailurus yagouaroundi,Herpailurus_yagouaroundi,no,CARNIVORA,LC,0.977977094184413,0,0,No
Leopardus geoffroyi,Leopardus_geoffroyi,no,CARNIVORA,LC,0.949095391626359,1,11,Yes
Leopardus guigna,Leopardus_guigna,no,CARNIVORA,VU,0.662891849577518,0,0,No
Leptailurus serval,Leptailurus_serval,no,CARNIVORA,LC,0.987818375861527,1,17,Yes
Pseudois nayaur,Pseudois_nayaur,no,CETARTIODACTYLA,LC,0.882717118814403,0,0,No
Macroscelides flavicaudatus,Macroscelides_flavicaudatus,no,MACROSCELIDEA,LC,0.905726670950978,0,0,No
Macroscelides micus,Macroscelides_micus,no,MACROSCELIDEA,LC,0.565374709494209,0,0,No
Lynx pardinus,Lynx_pardinus,no,CARNIVORA,EN,0.0668697263053118,0,0,No
Panthera tigris,Panthera_tigris,no,CARNIVORA,EN,0.985090360584409,0,0,No
Prionailurus planiceps,Prionailurus_planiceps,no,CARNIVORA,EN,0.964913971927564,0,0,No
Axis calamianensis,Axis_calamianensis,no,CETARTIODACTYLA,EN,0.973195401710584,0,0,No
Axis kuhlii,Axis_kuhlii,no,CETARTIODACTYLA,CR,0.909526881831414,0,0,No
Cervus nippon,Cervus_nippon,no,CETARTIODACTYLA,LC,0.940806384719405,0.952380952380952,21,Yes
Elaphodus cephalophus,Elaphodus_cephalophus,no,CETARTIODACTYLA,NT,0.550089915350577,0,0,No
Rucervus eldii,Rucervus_eldii,no,CETARTIODACTYLA,EN,0.994094765442703,0,0,No
Rusa marianna,Rusa_marianna,no,CETARTIODACTYLA,VU,0.988229341588117,0,0,No
Rusa timorensis,Rusa_timorensis,no,CETARTIODACTYLA,VU,0.558643883661829,0,0,No
Rusa unicolor,Rusa_unicolor,no,CETARTIODACTYLA,VU,0.957183468595144,0,0,No
Moschus moschiferus,Moschus_moschiferus,no,CETARTIODACTYLA,VU,0.634827166273631,0,0,No
Moschiola kathygre,Moschiola_kathygre,no,CETARTIODACTYLA,LC,0.993950986862077,0,0,No
Moschiola indica,Moschiola_indica,no,CETARTIODACTYLA,LC,0.945301580635107,0,0,No
Moschiola meminna,Moschiola_meminna,no,CETARTIODACTYLA,LC,0.993001931729949,0,0,No
Rusa alfredi,Rusa_alfredi,no,CETARTIODACTYLA,EN,0.994185171733885,0,0,No
Tragulus kanchil,Tragulus_kanchil,no,CETARTIODACTYLA,LC,0.801419734666362,1,12,Yes
Tragulus nigricans,Tragulus_nigricans,no,CETARTIODACTYLA,EN,0.971657300372808,0,0,No
Tragulus javanicus,Tragulus_javanicus,no,CETARTIODACTYLA,DD,0.860039650078538,0,0,No
Tragulus napu,Tragulus_napu,no,CETARTIODACTYLA,LC,0.87911068527071,0,0,No
Tragulus williamsoni,Tragulus_williamsoni,no,CETARTIODACTYLA,DD,0.743311829216856,0,0,No
Tragulus versicolor,Tragulus_versicolor,no,CETARTIODACTYLA,DD,0.491719209063134,0,0,No
Equus africanus,Equus_africanus,no,PERISSODACTYLA,CR,0.866419301411575,0,0,No
Choeropsis liberiensis,Choeropsis_liberiensis,no,CETARTIODACTYLA,EN,0.98577668074405,0,0,No
Crocuta crocuta,Crocuta_crocuta,no,CARNIVORA,LC,0.938677222133311,1,52,Yes
Hyaena hyaena,Hyaena_hyaena,no,CARNIVORA,NT,0.991684833638292,0,0,No
Proteles cristata,Proteles_cristata,no,CARNIVORA,LC,0.946863255536118,0,0,No
Lontra longicaudis,Lontra_longicaudis,no,CARNIVORA,NT,0.106953662757032,0,0,No
Lontra provocax,Lontra_provocax,no,CARNIVORA,EN,0.119425991393927,0,0,No
Aonyx capensis,Aonyx_capensis,no,CARNIVORA,NT,0.706908489237869,0,0,No
Aonyx congicus,Aonyx_congicus,no,CARNIVORA,NT,0.822357645235102,0,0,No
Aonyx cinereus,Aonyx_cinereus,no,CARNIVORA,VU,0.944753255391019,0,0,No
Lontra canadensis,Lontra_canadensis,no,CARNIVORA,LC,0.176093839055775,0.604026845637584,596,Yes
Hydrictis maculicollis,Hydrictis_maculicollis,no,CARNIVORA,NT,0.665436285312925,0,0,No
Lutra lutra,Lutra_lutra,no,CARNIVORA,NT,0.964945323098935,0.999062792877226,1067,Yes
Lutra sumatrana,Lutra_sumatrana,no,CARNIVORA,EN,0.991008098267892,0,0,No
Lutrogale perspicillata,Lutrogale_perspicillata,no,CARNIVORA,VU,0.818369032158793,0,0,No
Pteronura brasiliensis,Pteronura_brasiliensis,no,CARNIVORA,EN,0.874553042650305,0,0,No
Equus ferus,Equus_ferus,no,PERISSODACTYLA,EN,0.42866179318519,0,0,No
Capra falconeri,Capra_falconeri,no,CETARTIODACTYLA,NT,0.365765294645599,0,0,No
Chrysocyon brachyurus,Chrysocyon_brachyurus,no,CARNIVORA,NT,0.995918139125539,0,0,No
Cerdocyon thous,Cerdocyon_thous,no,CARNIVORA,LC,0.989858079856166,1,39,Yes
Parahyaena brunnea,Parahyaena_brunnea,no,CARNIVORA,NT,0.988320455202723,0,0,No
Vulpes cana,Vulpes_cana,no,CARNIVORA,LC,0.792161237436571,0,0,No
Vulpes rueppellii,Vulpes_rueppellii,no,CARNIVORA,LC,0.971853404230456,0,0,No
Vulpes zerda,Vulpes_zerda,no,CARNIVORA,LC,0.942597376615828,0,0,No
Cuon alpinus,Cuon_alpinus,no,CARNIVORA,EN,0.951502891520418,0,0,No
Acinonyx jubatus,Acinonyx_jubatus,no,CARNIVORA,VU,0.977427440875513,0,0,No
Cynomops mexicanus,Cynomops_mexicanus,no,CHIROPTERA,LC,0.582759669052695,0,0,No
Dermanura gnoma,Dermanura_gnoma,no,CHIROPTERA,LC,0.686829786978372,0,0,No
Dermanura phaeotis,Dermanura_phaeotis,no,CHIROPTERA,LC,0.634487698189594,0,0,No
Dermanura tolteca,Dermanura_tolteca,no,CHIROPTERA,LC,0.636162153034068,0,0,No
Dermanura glauca,Dermanura_glauca,no,CHIROPTERA,LC,0.76730543359221,0,0,No
Vampyriscus nymphaea,Vampyriscus_nymphaea,no,CHIROPTERA,LC,0.805436658467489,0,0,No
Thylamys macrurus,Thylamys_macrurus,no,DIDELPHIMORPHIA,NT,0.0454967829250397,0,0,No
Marmosa demerarae,Marmosa_demerarae,no,DIDELPHIMORPHIA,LC,0.702815239796763,0,0,No
Gracilinanus agilis,Gracilinanus_agilis,no,DIDELPHIMORPHIA,LC,0.480345387417688,0,0,No
Didelphis aurita,Didelphis_aurita,no,DIDELPHIMORPHIA,LC,0.750145456102413,1,10,Yes
Caluromys philander,Caluromys_philander,no,DIDELPHIMORPHIA,LC,0.708604299985327,0,0,No
Caenolestes caniventer,Caenolestes_caniventer,no,PAUCITUBERCULATA,NT,0.375357468517874,0,0,No
Thylamys pusillus,Thylamys_pusillus,no,DIDELPHIMORPHIA,LC,0.847765086709424,0,0,No
Monodelphis adusta,Monodelphis_adusta,no,DIDELPHIMORPHIA,LC,0.639281864778932,0,0,No
Equus hemionus,Equus_hemionus,no,PERISSODACTYLA,NT,0.984567169096865,0,0,No
Axis porcinus,Axis_porcinus,no,CETARTIODACTYLA,EN,0.705165274376521,0,0,No
Mazama nana,Mazama_nana,no,CETARTIODACTYLA,VU,0.700287465747476,0,0,No
Microgale dryas,Microgale_dryas,no,AFROSORICIDA,VU,0.577610477283213,0,0,No
Microgale brevicaudata,Microgale_brevicaudata,no,AFROSORICIDA,LC,0.465676367503344,0,0,No
Microgale nasoloi,Microgale_nasoloi,no,AFROSORICIDA,VU,0.0181734340546737,0,0,No
Microgale grandidieri,Microgale_grandidieri,no,AFROSORICIDA,LC,0.292092630617323,0,0,No
Leopardus pardalis,Leopardus_pardalis,no,CARNIVORA,LC,0.75208713594709,1,14,Yes
Puma concolor,Puma_concolor,no,CARNIVORA,LC,0.977964512946615,1,208,Yes
Prionailurus bengalensis,Prionailurus_bengalensis,no,CARNIVORA,LC,0.919451366431177,0,0,No
Pardofelis marmorata,Pardofelis_marmorata,no,CARNIVORA,NT,0.885093802368319,0,0,No
Catopuma temminckii,Catopuma_temminckii,no,CARNIVORA,NT,0.891132695642267,0,0,No
Lynx lynx,Lynx_lynx,no,CARNIVORA,LC,0.930601578391085,1,22,Yes
Neofelis diardi,Neofelis_diardi,no,CARNIVORA,VU,0.971648564587806,0,0,No
Leopardus wiedii,Leopardus_wiedii,no,CARNIVORA,NT,0.748041626083664,0,0,No
Felis bieti,Felis_bieti,no,CARNIVORA,VU,0.0452973354003039,0,0,No
Ailurus fulgens,Ailurus_fulgens,no,CARNIVORA,EN,0.45216185246813,0,0,No
Crossarchus ansorgei,Crossarchus_ansorgei,no,CARNIVORA,LC,0.925293369060951,0,0,No
Cynogale bennettii,Cynogale_bennettii,no,CARNIVORA,EN,0.969864009406855,0,0,No
Diplogale hosei,Diplogale_hosei,no,CARNIVORA,VU,0.892161161017066,0,0,No
Hemigalus derbyanus,Hemigalus_derbyanus,no,CARNIVORA,NT,0.920850720715498,0,0,No
Herpestes fuscus,Herpestes_fuscus,no,CARNIVORA,LC,0.346249410124465,0,0,No
Herpestes semitorquatus,Herpestes_semitorquatus,no,CARNIVORA,NT,0.935900911171028,0,0,No
Helogale hirtula,Helogale_hirtula,no,CARNIVORA,LC,0.782464348030931,0,0,No
Herpestes urva,Herpestes_urva,no,CARNIVORA,LC,0.897743913880714,0,0,No
Ictonyx libycus,Ictonyx_libycus,no,CARNIVORA,LC,0.721435659351199,0,0,No
Martes gwatkinsii,Martes_gwatkinsii,no,CARNIVORA,VU,0.721171654552061,0,0,No
Mydaus javanensis,Mydaus_javanensis,no,CARNIVORA,LC,0.994185017134968,0,0,No
Poiana leightoni,Poiana_leightoni,no,CARNIVORA,VU,0.996371555101109,0,0,No
Rhynchogale melleri,Rhynchogale_melleri,no,CARNIVORA,LC,0.773429175273057,0,0,No
Viverricula indica,Viverricula_indica,no,CARNIVORA,LC,0.93756681293289,0,0,No
Glironia venusta,Glironia_venusta,no,DIDELPHIMORPHIA,LC,0.861573946260956,0,0,No
Gracilinanus dryas,Gracilinanus_dryas,no,DIDELPHIMORPHIA,LC,0.539565442089554,0,0,No
Gracilinanus emiliae,Gracilinanus_emiliae,no,DIDELPHIMORPHIA,DD,0.802558145255819,0,0,No
Gracilinanus marica,Gracilinanus_marica,no,DIDELPHIMORPHIA,LC,0.889426317128285,0,0,No
Marmosops impavidus,Marmosops_impavidus,no,DIDELPHIMORPHIA,LC,0.859839307245668,0,0,No
Marmosops neblina,Marmosops_neblina,no,DIDELPHIMORPHIA,LC,0.00298207679662246,0,0,No
Hippocamelus bisulcus,Hippocamelus_bisulcus,no,CETARTIODACTYLA,EN,0.74862094132264,0,0,No
Ozotoceros bezoarticus,Ozotoceros_bezoarticus,no,CETARTIODACTYLA,NT,0.566909138863665,0,0,No
Mazama bororo,Mazama_bororo,no,CETARTIODACTYLA,VU,0.937382800816026,0,0,No
Capreolus capreolus,Capreolus_capreolus,no,CETARTIODACTYLA,LC,0.97716849706826,1,3324,Yes
Alces alces,Alces_alces,no,CETARTIODACTYLA,LC,0.756771339156476,0.988756148981026,2846,Yes
Muntiacus gongshanensis,Muntiacus_gongshanensis,no,CETARTIODACTYLA,DD,0.385205359839301,0,0,No
Muntiacus montanus,Muntiacus_montanus,no,CETARTIODACTYLA,DD,0.206831658057567,0,0,No
Muntiacus muntjak,Muntiacus_muntjak,no,CETARTIODACTYLA,LC,0.969954852119112,0,0,No
Muntiacus putaoensis,Muntiacus_putaoensis,no,CETARTIODACTYLA,DD,0.31109968794132,0,0,No
Muntiacus rooseveltorum,Muntiacus_rooseveltorum,no,CETARTIODACTYLA,DD,0.988307722160163,0,0,No
Muntiacus truongsonensis,Muntiacus_truongsonensis,no,CETARTIODACTYLA,DD,0.99579511266858,0,0,No
Prionailurus rubiginosus,Prionailurus_rubiginosus,no,CARNIVORA,NT,0.963687202050883,0,0,No
Lynx rufus,Lynx_rufus,no,CARNIVORA,LC,0.959640146564616,0.996861924686193,956,Yes
Felis nigripes,Felis_nigripes,no,CARNIVORA,VU,0.984810435296484,0,0,No
Catopuma badia,Catopuma_badia,no,CARNIVORA,EN,0.824275865799766,0,0,No
Neofelis nebulosa,Neofelis_nebulosa,no,CARNIVORA,VU,0.751819834914885,0,0,No
Leopardus jacobita,Leopardus_jacobita,no,CARNIVORA,EN,0.891058670414855,0,0,No
Panthera leo,Panthera_leo,no,CARNIVORA,VU,0.991237719388397,0,0,No
Lasiurus minor,Lasiurus_minor,no,CHIROPTERA,VU,0.654844176463386,0,0,No
Eptesicus brasiliensis,Eptesicus_brasiliensis,no,CHIROPTERA,LC,0.67679749468341,0,0,No
Eptesicus innoxius,Eptesicus_innoxius,no,CHIROPTERA,NT,0.134072669676016,0,0,No
Myotis nyctor,Myotis_nyctor,no,CHIROPTERA,VU,0.356599978668964,0,0,No
Sturnira nana,Sturnira_nana,no,CHIROPTERA,EN,0.292460096349157,0,0,No
Pteronotus paraguanensis,Pteronotus_paraguanensis,no,CHIROPTERA,EN,0.0386033924088323,0,0,No
Alionycteris paucidentata,Alionycteris_paucidentata,no,CHIROPTERA,LC,0.152936234051915,0,0,No
Epomophorus wahlbergi,Epomophorus_wahlbergi,no,CHIROPTERA,LC,0.679399498229748,0,0,No
Dobsonia beauforti,Dobsonia_beauforti,no,CHIROPTERA,LC,0.926768605814739,0,0,No
Epomophorus anselli,Epomophorus_anselli,no,CHIROPTERA,DD,0.477733411518846,0,0,No
Epomophorus labiatus,Epomophorus_labiatus,no,CHIROPTERA,LC,0.906630803612597,0,0,No
Epomophorus minor,Epomophorus_minor,no,CHIROPTERA,LC,0.857394430127128,0,0,No
Epomops dobsonii,Epomops_dobsonii,no,CHIROPTERA,LC,0.404630291509981,0,0,No
Epomops franqueti,Epomops_franqueti,no,CHIROPTERA,LC,0.84526413770081,0,0,No
Megaloglossus azagnyi,Megaloglossus_azagnyi,no,CHIROPTERA,LC,0.908845837179004,0,0,No
Megaloglossus woermanni,Megaloglossus_woermanni,no,CHIROPTERA,LC,0.774414958322381,0,0,No
Myonycteris leptodon,Myonycteris_leptodon,no,CHIROPTERA,LC,0.73434455047745,0,0,No
Myonycteris relicta,Myonycteris_relicta,no,CHIROPTERA,LC,0.852936715812445,0,0,No
Myonycteris torquata,Myonycteris_torquata,no,CHIROPTERA,LC,0.672008343705817,0,0,No
Pteropus scapulatus,Pteropus_scapulatus,no,CHIROPTERA,LC,0.406146761711907,1,57,Yes
Cephalophus dorsalis,Cephalophus_dorsalis,no,CETARTIODACTYLA,NT,0.807934449817781,0,0,No
Cephalophus harveyi,Cephalophus_harveyi,no,CETARTIODACTYLA,LC,0.598617880422802,0,0,No
Cephalophus jentinki,Cephalophus_jentinki,no,CETARTIODACTYLA,EN,0.991807868271968,0,0,No
Cephalophus leucogaster,Cephalophus_leucogaster,no,CETARTIODACTYLA,NT,0.912692052605397,0,0,No
Cephalophus nigrifrons,Cephalophus_nigrifrons,no,CETARTIODACTYLA,LC,0.804645667345658,0,0,No
Cephalophus ogilbyi,Cephalophus_ogilbyi,no,CETARTIODACTYLA,LC,0.936010352048272,0,0,No
Cephalophus spadix,Cephalophus_spadix,no,CETARTIODACTYLA,EN,0.711434839069701,0,0,No
Cephalophus silvicultor,Cephalophus_silvicultor,no,CETARTIODACTYLA,NT,0.770659613724887,0,0,No
Cephalophus zebra,Cephalophus_zebra,no,CETARTIODACTYLA,VU,0.994561731455563,0,0,No
Madoqua guentheri,Madoqua_guentheri,no,CETARTIODACTYLA,LC,0.708274058521602,0,0,No
Hyemoschus aquaticus,Hyemoschus_aquaticus,no,CETARTIODACTYLA,LC,0.931895404146234,0,0,No
Madoqua piacentinii,Madoqua_piacentinii,no,CETARTIODACTYLA,DD,0.753945052122811,0,0,No
Neotragus pygmaeus,Neotragus_pygmaeus,no,CETARTIODACTYLA,LC,0.912470511641076,0,0,No
Nesotragus moschatus,Nesotragus_moschatus,no,CETARTIODACTYLA,LC,0.668892432956469,0,0,No
Oreotragus oreotragus,Oreotragus_oreotragus,no,CETARTIODACTYLA,LC,0.550043515502025,0.833333333333333,54,Yes
Ourebia ourebi,Ourebia_ourebi,no,CETARTIODACTYLA,LC,0.769694445975872,0,0,No
Philantomba maxwellii,Philantomba_maxwellii,no,CETARTIODACTYLA,LC,0.737775744157341,0,0,No
Philantomba walteri,Philantomba_walteri,no,CETARTIODACTYLA,DD,0.0777385343248018,0,0,No
Philantomba monticola,Philantomba_monticola,no,CETARTIODACTYLA,LC,0.65220497875242,0,0,No
Microgale jobihely,Microgale_jobihely,no,AFROSORICIDA,EN,0.908670591697465,0,0,No
Dasyurus viverrinus,Dasyurus_viverrinus,no,DASYUROMORPHIA,EN,0.95419052909104,1,15,Yes
Gymnobelideus leadbeateri,Gymnobelideus_leadbeateri,no,DIPROTODONTIA,CR,0.932123712606522,0,0,No
Lagostrophus fasciatus,Lagostrophus_fasciatus,no,DIPROTODONTIA,VU,0.74561403166954,0,0,No
Notoryctes caurinus,Notoryctes_caurinus,no,NOTORYCTEMORPHIA,LC,0.975106865109385,0,0,No
Notoryctes typhlops,Notoryctes_typhlops,no,NOTORYCTEMORPHIA,LC,0.897024726238896,0,0,No
Perameles bougainville,Perameles_bougainville,no,PERAMELEMORPHIA,VU,0.91564036153235,0,0,No
Petauroides volans,Petauroides_volans,no,DIPROTODONTIA,VU,0.564332620475666,0.862637362637363,182,Yes
Petaurus australis,Petaurus_australis,no,DIPROTODONTIA,NT,0.64051057151555,1,34,Yes
Petrogale concinna,Petrogale_concinna,no,DIPROTODONTIA,EN,0.996256518494995,0,0,No
Petrogale godmani,Petrogale_godmani,no,DIPROTODONTIA,NT,0.0720899109486068,0,0,No
Petrogale mareeba,Petrogale_mareeba,no,DIPROTODONTIA,NT,0.177327423739408,0,0,No
Petrogale penicillata,Petrogale_penicillata,no,DIPROTODONTIA,VU,0.706820693246778,1,12,Yes
Petrogale purpureicollis,Petrogale_purpureicollis,no,DIPROTODONTIA,NT,0.0929123297680186,0,0,No
Petrogale sharmani,Petrogale_sharmani,no,DIPROTODONTIA,VU,0.166035779132646,0,0,No
Potorous longipes,Potorous_longipes,no,DIPROTODONTIA,VU,0.861275836148754,0,0,No
Potorous tridactylus,Potorous_tridactylus,no,DIPROTODONTIA,NT,0.77348977888992,1,16,Yes
Sminthopsis bindi,Sminthopsis_bindi,no,DASYUROMORPHIA,NT,0.999040889573709,0,0,No
Sminthopsis leucopus,Sminthopsis_leucopus,no,DASYUROMORPHIA,LC,0.97267184282408,0,0,No
Sminthopsis psammophila,Sminthopsis_psammophila,no,DASYUROMORPHIA,VU,0.786600793422941,0,0,No
Wyulda squamicaudata,Wyulda_squamicaudata,no,DIPROTODONTIA,NT,0.832010275661733,0,0,No
Arctictis binturong,Arctictis_binturong,no,CARNIVORA,VU,0.829332533153615,0,0,No
Arctogalidia trivirgata,Arctogalidia_trivirgata,no,CARNIVORA,LC,0.886768554014827,0,0,No
Arctonyx albogularis,Arctonyx_albogularis,no,CARNIVORA,LC,0.917423177968009,0,0,No
Arctonyx collaris,Arctonyx_collaris,no,CARNIVORA,VU,0.982629222005087,0,0,No
Arctonyx hoevenii,Arctonyx_hoevenii,no,CARNIVORA,LC,0.715132545757375,0,0,No
Bdeogale crassicauda,Bdeogale_crassicauda,no,CARNIVORA,LC,0.653337894775128,0,0,No
Bdeogale omnivora,Bdeogale_omnivora,no,CARNIVORA,VU,0.748181508937206,0,0,No
Chrotogale owstoni,Chrotogale_owstoni,no,CARNIVORA,EN,0.833669078067596,0,0,No
Conepatus humboldtii,Conepatus_humboldtii,no,CARNIVORA,LC,0.413145150017408,0,0,No
Conepatus leuconotus,Conepatus_leuconotus,no,CARNIVORA,LC,0.735498826968201,0.785714285714286,14,Yes
Conepatus semistriatus,Conepatus_semistriatus,no,CARNIVORA,LC,0.968005566573179,0,0,No
Crossarchus platycephalus,Crossarchus_platycephalus,no,CARNIVORA,LC,0.959597606383061,0,0,No
Eira barbara,Eira_barbara,no,CARNIVORA,LC,0.716744010184063,0.862068965517241,29,Yes
Eupleres goudotii,Eupleres_goudotii,no,CARNIVORA,VU,0.534520344773326,0,0,No
Eupleres major,Eupleres_major,no,CARNIVORA,EN,0.633144855834941,0,0,No
Galictis vittata,Galictis_vittata,no,CARNIVORA,LC,0.883501649643357,0,0,No
Genetta abyssinica,Genetta_abyssinica,no,CARNIVORA,DD,0.969050082471363,0,0,No
Genetta angolensis,Genetta_angolensis,no,CARNIVORA,LC,0.43667804123391,0,0,No
Genetta johnstoni,Genetta_johnstoni,no,CARNIVORA,NT,0.953715411689562,0,0,No
Genetta maculata,Genetta_maculata,no,CARNIVORA,LC,0.752421840850083,0,0,No
Genetta pardina,Genetta_pardina,no,CARNIVORA,LC,0.803184596734642,0,0,No
Genetta servalina,Genetta_servalina,no,CARNIVORA,LC,0.810984266401986,0,0,No
Genetta victoriae,Genetta_victoriae,no,CARNIVORA,LC,0.91386673942817,0,0,No
Gulo gulo,Gulo_gulo,no,CARNIVORA,LC,0.481992598614847,0,0,No
Herpestes auropunctatus,Herpestes_auropunctatus,no,CARNIVORA,LC,0.878250352706068,0,0,No
Herpestes brachyurus,Herpestes_brachyurus,no,CARNIVORA,NT,0.922901683661567,0,0,No
Herpestes edwardsii,Herpestes_edwardsii,no,CARNIVORA,LC,0.976945813403662,0,0,No
Herpestes ichneumon,Herpestes_ichneumon,no,CARNIVORA,LC,0.993791249129989,0.954545454545455,22,Yes
Herpestes javanicus,Herpestes_javanicus,no,CARNIVORA,LC,0.9939122850324,0,0,No
Herpestes sanguineus,Herpestes_sanguineus,no,CARNIVORA,LC,0.977149636543951,0,0,No
Herpestes smithii,Herpestes_smithii,no,CARNIVORA,LC,0.872949879570368,0,0,No
Herpestes vitticollis,Herpestes_vitticollis,no,CARNIVORA,LC,0.455901521212787,0,0,No
Liberiictis kuhni,Liberiictis_kuhni,no,CARNIVORA,VU,0.990789773091998,0,0,No
Lyncodon patagonicus,Lyncodon_patagonicus,no,CARNIVORA,LC,0.94418372594154,0,0,No
Martes americana,Martes_americana,no,CARNIVORA,LC,0.620240503748903,1,63,Yes
Martes flavigula,Martes_flavigula,no,CARNIVORA,LC,0.732427244522923,0,0,No
Martes foina,Martes_foina,no,CARNIVORA,LC,0.609198848870246,1,281,Yes
Martes zibellina,Martes_zibellina,no,CARNIVORA,LC,0.707113498862899,0,0,No
Meles anakuma,Meles_anakuma,no,CARNIVORA,LC,0.89101596123313,0,0,No
Meles leucurus,Meles_leucurus,no,CARNIVORA,LC,0.880096280394998,1,15,Yes
Meles meles,Meles_meles,no,CARNIVORA,LC,0.95539011722781,1,1288,Yes
Mellivora capensis,Mellivora_capensis,no,CARNIVORA,LC,0.713997314635904,0.875,16,Yes
Melogale moschata,Melogale_moschata,no,CARNIVORA,LC,0.818701171868134,0,0,No
Melogale orientalis,Melogale_orientalis,no,CARNIVORA,LC,0.380946279675806,0,0,No
Melogale personata,Melogale_personata,no,CARNIVORA,LC,0.873837638126054,0,0,No
Mephitis mephitis,Mephitis_mephitis,no,CARNIVORA,LC,0.864562353789236,0.969976905311778,1299,Yes
Mungos gambianus,Mungos_gambianus,no,CARNIVORA,LC,0.836327149203311,0,0,No
Mungos mungo,Mungos_mungo,no,CARNIVORA,LC,0.936457474019543,0.914285714285714,35,Yes
Mustela africana,Mustela_africana,no,CARNIVORA,LC,0.927379983563226,0,0,No
Mustela altaica,Mustela_altaica,no,CARNIVORA,NT,0.614491290940412,0,0,No
Mustela erminea,Mustela_erminea,no,CARNIVORA,LC,0.918159214421652,0.996153846153846,520,Yes
Mustela felipei,Mustela_felipei,no,CARNIVORA,VU,0.458981443188688,0,0,No
Mustela frenata,Mustela_frenata,no,CARNIVORA,LC,0.51019542840062,0.763975155279503,161,Yes
Mustela itatsi,Mustela_itatsi,no,CARNIVORA,NT,0.529137608535358,0,0,No
Mustela kathiah,Mustela_kathiah,no,CARNIVORA,LC,0.9435804876207,0,0,No
Mustela lutreola,Mustela_lutreola,no,CARNIVORA,CR,0.377608861527038,0,0,No
Mustela lutreolina,Mustela_lutreolina,no,CARNIVORA,LC,0.238705342616923,0,0,No
Mustela nivalis,Mustela_nivalis,no,CARNIVORA,LC,0.964587021514352,1,378,Yes
Mustela sibirica,Mustela_sibirica,no,CARNIVORA,LC,0.935145960734408,1,11,Yes
Mustela strigidorsa,Mustela_strigidorsa,no,CARNIVORA,LC,0.8730842893601,0,0,No
Mustela subpalmata,Mustela_subpalmata,no,CARNIVORA,LC,0.0700016370779463,0,0,No
Mustela tonkinensis,Mustela_tonkinensis,no,CARNIVORA,DD,0.972189257732597,0,0,No
