iso3c_producing,diet,source_ingredient,SPAM_super.x,GAEZ_category,prop_produced_for_system_ms,prop_produced_for_system_ge,prop_produced_for_system_econ,SPAM_super.y,prop_extra_for_system_ms,prop_extra_for_system_ge,prop_extra_for_system_econ,total_prop_ms,total_prop_ge,total_prop_econ
MEX,plant-dominant,linseed oil,ooil,CropsNES,2.159505450244516e-5,3.4840301021455834e-5,3.163440187404195e-5,ooil,-4.930996903799632e-24,2.617183328146682e-21,8.016154462410662e-6,2.159505450244516e-5,3.4840301021455834e-5,3.965055633645261e-5
MEX,plant-dominant,pea flour,opul,Pulses,3.678066144805283e-5,3.678066144805283e-5,3.678066144805283e-5,opul,2.4313493229778613e-5,2.4314824571145746e-5,2.4312677458364363e-5,6.109415467783144e-5,6.109548601919857e-5,6.109333890641719e-5
MEX,plant-dominant,pea protein concentrate,opul,Pulses,2.1093487770208653e-5,2.6175756360334938e-5,4.5181618669393154e-5,opul,1.133189769438273e-5,1.4414144421071979e-5,-1.0390568688493084e-4,3.242538546459139e-5,4.058990078140692e-5,-5.8724068215537686e-5
MEX,plant-dominant,soy oil,soyb,Soybean,1.3995575120894534e-6,2.3720050261455136e-6,2.314437946467787e-6,soyb,5.377201485064935e-22,-7.533581833482672e-22,5.818472903866912e-7,1.399557512089454e-6,2.3720050261455128e-6,2.8962852368544783e-6
MEX,plant-dominant,soy protein concentrate,soyb,Soybean,8.850747063780049e-5,7.631168994037733e-5,7.769779005977418e-5,soyb,1.0674602943272528e-6,8.970002920313702e-7,-1.3092259974462955e-5,8.957493093212774e-5,7.72086902324087e-5,6.460553008531123e-5
MEX,plant-dominant,wheat,whea,Wheat,6.903878934438633e-8,6.903878934438633e-8,6.903878934438633e-8,whea,-2.0681113905067445e-21,-2.068174471591201e-21,-2.068970338506213e-21,6.903878934438426e-8,6.903878934438426e-8,6.903878934438426e-8
MEX,plant-dominant,wheat gluten,whea,Wheat,1.0408925162692094e-7,1.1597729888271853e-7,2.659014108077779e-7,whea,3.000905909352874e-22,1.777868825615381e-21,-1.6540338420138325e-4,1.0408925162692124e-7,1.159772988827203e-7,-1.6513748279057546e-4
MKD,fish-dominant,corn gluten meal,maiz,Maize,1.3037453006440327e-8,1.6414483950554653e-8,6.8992376426405575e-9,maiz,1.0370523168680366e-6,1.3107857412274324e-6,3.8937882691687866e-5,1.050089769874477e-6,1.327200225177987e-6,3.894478192933051e-5
MKD,fish-dominant,faba beans,opul,Pulses,4.126156089709831e-6,4.126156089709831e-6,4.126156089709831e-6,opul,1.3446254316218497e-5,1.3446990596868708e-5,1.344580316467905e-5,1.7572410405928328e-5,1.757314668657854e-5,1.757195925438888e-5
MKD,fish-dominant,wheat,whea,Wheat,5.759174739512048e-9,5.759174739512048e-9,5.759174739512048e-9,whea,8.860656866804225e-22,8.860927132635515e-22,8.86433696040298e-22,5.759174739512934e-9,5.759174739512934e-9,5.759174739512935e-9
MKD,fish-dominant,wheat gluten,whea,Wheat,1.069561023052234e-8,1.1917157295782978e-8,2.7322493007630116e-8,whea,8.868834739084831e-22,-3.699158578034866e-21,-2.19412704859286e-4,1.0695610230523226e-8,1.1917157295779278e-8,-2.1938538236627837e-4
MKD,plant-dominant,canola oil,rape,Rapeseed,2.0271264937542014e-7,3.194646364034673e-7,3.397041028587055e-7,rape,0.0029617316349232806,0.006122678068674096,0.005728341906026935,0.002961934347572656,0.0061229975333105,0.005728681610129794
MKD,plant-dominant,coconut oil,cnut,CropsNES,1.4625544166130327e-6,2.9742719337518017e-6,5.270776915538109e-6,cnut,-6.808319138725079e-24,-4.366450154440063e-23,-6.36741586455242e-6,1.4625544166130327e-6,2.9742719337518017e-6,-1.096638949014311e-6
MKD,plant-dominant,corn gluten meal,maiz,Maize,2.281554276127064e-9,2.872534691347059e-9,1.207366587462097e-9,maiz,1.652723861207609e-7,2.1317548215528653e-7,6.797918200902236e-6,1.6755394039688797e-7,2.1604801684663358e-7,6.7991255674896985e-6
MKD,plant-dominant,faba beans,opul,Pulses,7.427080961477719e-6,7.427080961477719e-6,7.427080961477719e-6,opul,3.2005891615350395e-5,3.200764417172297e-5,3.2004817746975305e-5,3.943297257682811e-5,3.943472513320069e-5,3.943189870845302e-5
MKD,plant-dominant,guar meal,opul,Pulses,8.871235592876149e-6,9.452200085964722e-6,3.97676078301344e-6,opul,4.017824855442503e-5,4.346825412801227e-5,2.505669749458208e-4,4.904948414730118e-5,5.292045421397699e-5,2.545437357288343e-4
MKD,plant-dominant,linseed oil,ooil,CropsNES,1.947413365635664e-5,3.141852124720051e-5,2.852748392759248e-5,ooil,-4.93100736227961e-24,2.61719228388368e-21,8.01617936873272e-6,1.947413365635664e-5,3.141852124720051e-5,3.65436632963252e-5
MKD,plant-dominant,pea flour,opul,Pulses,6.06787660251444e-6,6.06787660251444e-6,6.06787660251444e-6,opul,2.4314239992331446e-5,2.431557137458928e-5,2.431342419586166e-5,3.0382116594845888e-5,3.038344797710372e-5,3.0381300798376102e-5
MKD,plant-dominant,pea protein concentrate,opul,Pulses,3.4798906780685324e-6,4.318336139667325e-6,7.453821546274974e-6,opul,1.1332097294073264e-5,1.4414459485330758e-5,-1.0390960719473152e-4,1.4811987972141797e-5,1.8732795624998084e-5,-9.645578564845654e-5
MKD,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496259e-4,5.863706965083605e-5,4.537433746924966e-5,sunf,2.6341081940625825e-5,8.960283491450857e-6,4.200908821616123e-4,1.357331854455884e-4,6.759735314228691e-5,4.654652196308619e-4
MKD,plant-dominant,wheat,whea,Wheat,5.34780511526117e-9,5.34780511526117e-9,5.34780511526117e-9,whea,-2.0681115222268035e-21,-2.068174603315278e-21,-2.0689704702809793e-21,5.347805115259102e-9,5.347805115259102e-9,5.347805115259101e-9
MKD,plant-dominant,wheat gluten,whea,Wheat,8.062844635316866e-9,8.983703192205643e-9,2.059695626729038e-8,whea,3.0009061975191165e-22,1.7778690158359815e-21,-1.6540342477558095e-4,8.062844635317165e-9,8.983703192207422e-9,-1.6538282781931366e-4
MLI,fish-dominant,corn gluten meal,maiz,Maize,3.8094374185081873e-10,4.796178313038273e-10,2.0159009602620992e-10,maiz,1.0370523299934993e-6,1.310785762114628e-6,3.8937882952480075e-5,1.03743327373535e-6,1.3112653799459318e-6,3.8938084542576104e-5
MLI,fish-dominant,faba beans,opul,Pulses,4.230600268378179e-9,4.230600268378179e-9,4.230600268378179e-9,opul,1.344630974090559e-5,1.3447046024590711e-5,1.3445858587506524e-5,1.3450540341173969e-5,1.3451276624859089e-5,1.3450089187774902e-5
MLI,fish-dominant,wheat,whea,Wheat,5.759174739512029e-9,5.759174739512029e-9,5.759174739512029e-9,whea,8.860656866804225e-22,8.860927132635515e-22,8.86433696040298e-22,5.759174739512915e-9,5.759174739512915e-9,5.759174739512916e-9
MLI,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522354e-8,1.1917157295782983e-8,2.7322493007630102e-8,whea,8.86883473908483e-22,-3.699158578034866e-21,-2.19412704859286e-4,1.0695610230523241e-8,1.1917157295779283e-8,-2.1938538236627837e-4
MLI,plant-dominant,coconut oil,cnut,CropsNES,1.461606683910414e-7,2.972344610743457e-7,5.2673614613202365e-07,cnut,-6.808328101166939e-24,-4.366461843625517e-23,-6.3674460719920934e-6,1.461606683910414e-7,2.972344610743456e-7,-5.84070992586007e-6
MLI,plant-dominant,corn gluten meal,maiz,Maize,6.666515482389328e-11,8.393312047816957e-11,3.527826680458677e-11,maiz,1.652723864868209e-7,2.1317548274974801e-7,6.797918208869996e-6,1.653390516416448e-7,2.1325941587022618e-7,6.7979534871368e-6
MLI,plant-dominant,faba beans,opul,Pulses,7.615080483080692e-9,7.615080483080692e-9,7.615080483080692e-9,opul,3.2006129083734924e-5,3.200788165311063e-5,3.200505520739225e-5,3.2013744164218006e-5,3.2015496733593715e-5,3.201267028787533e-5
MLI,plant-dominant,guar meal,opul,Pulses,9.09579057701307e-9,9.691460853886076e-9,4.077423362109311e-9,opul,4.017860462283951e-5,4.3468664581256486e-5,2.505679703730312e-4,4.018770041341652e-5,4.347835604211037e-5,2.505720477963933e-4
MLI,plant-dominant,linseed oil,ooil,CropsNES,1.9461514451825306e-6,3.139816210041203e-6,2.8508998167928104e-6,ooil,-4.931093794572133e-24,2.6172662970176855e-21,8.016385202708453e-6,1.9461514451825306e-6,3.1398162100412057e-6,1.0867285019501262e-5
MLI,plant-dominant,pea flour,opul,Pulses,6.221470982909099e-9,6.221470982909099e-9,6.221470982909099e-9,opul,2.431438737776338e-5,2.4315718768091642e-5,2.431357157634849e-5,2.432060884874629e-5,2.4321940239074552e-5,2.43197930473314e-5
MLI,plant-dominant,pea protein concentrate,opul,Pulses,3.5679761299575e-9,4.427644915563174e-9,7.642497944456446e-9,opul,1.1332136688237434e-5,1.4414521668258505e-5,-1.0391038093003883e-4,1.1335704664367392e-5,1.4418949313174068e-5,-1.0390273843209437e-4
MLI,plant-dominant,wheat,whea,Wheat,5.347805115261177e-9,5.347805115261177e-9,5.347805115261177e-9,whea,-2.0681115222268035e-21,-2.0681746033152777e-21,-2.0689704702809793e-21,5.347805115259109e-9,5.347805115259109e-9,5.347805115259108e-9
MLI,plant-dominant,wheat gluten,whea,Wheat,8.062844635316841e-9,8.983703192205634e-9,2.0596956267290387e-8,whea,3.000906197519116e-22,1.777869015835981e-21,-1.6540342477558095e-4,8.06284463531714e-9,8.983703192207412e-9,-1.6538282781931366e-4
MLT,plant-dominant,coconut oil,cnut,CropsNES,3.7423596296582996e-8,7.610516973635112e-8,1.3486775275906666e-7,cnut,-6.808328841484709e-24,-4.366462809178417e-23,-6.36744856719427e-6,3.742359629658299e-8,7.610516973635108e-8,-6.232580814435203e-6
MLT,plant-dominant,linseed oil,ooil,CropsNES,4.983008549308659e-7,8.039318346278963e-7,7.299564581917039e-7,ooil,-4.931100934073088e-24,2.6172724106683303e-21,8.01640220505588e-6,4.983008549308659e-7,8.03931834627899e-7,8.746358663247584e-6
MMR,fish-dominant,corn gluten meal,maiz,Maize,2.7330148213555163e-10,3.4409349663317817e-10,1.4462731887950843e-10,maiz,1.03705233010513e-6,1.3107857622922713e-6,3.893788295469809e-5,1.0373256315872656e-6,1.3111298557889045e-6,3.8938027582016964e-5
MMR,fish-dominant,faba beans,opul,Pulses,1.3882924414954927e-5,1.3882924414954927e-5,1.3882924414954927e-5,opul,1.3446123123688966e-5,1.3446859397155432e-5,1.3445671976551323e-5,2.7329047538643895e-5,2.732978381211036e-5,2.732859639150625e-5
MMR,fish-dominant,soybean meal,soyb,Soybean,5.688405851766504e-5,4.3001003227844726e-5,4.801441508428544e-5,soyb,6.48707678219816e-7,4.492700435126312e-7,-5.1594159975682835e-5,5.753276619588485e-5,4.345027327135736e-5,-3.5797448913973915e-6
MMR,fish-dominant,wheat,whea,Wheat,5.759174739512038e-9,5.759174739512038e-9,5.759174739512038e-9,whea,8.860656866804227e-22,8.860927132635517e-22,8.864336960402983e-22,5.759174739512924e-9,5.759174739512924e-9,5.759174739512925e-9
MMR,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522351e-8,1.1917157295782948e-8,2.732249300763013e-8,whea,8.86883473908483e-22,-3.699158578034866e-21,-2.1941270485928603e-4,1.0695610230523238e-8,1.1917157295779249e-8,-2.193853823662784e-4
MMR,plant-dominant,canola oil,rape,Rapeseed,2.027126493754202e-7,3.1946463640346716e-7,3.3970410285870496e-7,rape,0.002961731634923281,0.006122678068674095,0.005728341906026934,0.0029619343475726563,0.006122997533310499,0.005728681610129792
MMR,plant-dominant,coconut oil,cnut,CropsNES,3.0141397175068058e-9,6.129598368686891e-9,1.0862404750745618e-8,cnut,-6.808329075755612e-24,-4.36646311472417e-23,-6.367449356792054e-6,3.014139717506799e-9,6.1295983686868475e-9,-6.3565869520413085e-6
MMR,plant-dominant,corn gluten meal,maiz,Maize,4.782775937372156e-11,6.021636191080634e-11,2.5309780803913964e-11,maiz,1.652723864899342e-7,2.1317548275480387e-7,6.79791820893776e-6,1.6532021424930793e-7,2.132356991167147e-7,6.797943518718564e-6
MMR,plant-dominant,faba beans,opul,Pulses,2.4989263946918837e-5,2.4989263946918837e-5,2.4989263946918837e-5,opul,3.200532951785049e-5,3.200708204344412e-5,3.2004255668335014e-5,5.699459346476933e-5,5.6996345990362955e-5,5.699351961525385e-5
MMR,plant-dominant,guar meal,opul,Pulses,2.984828749215303e-5,3.180300902230448e-5,1.338026680682725e-5,opul,4.017740572574295e-5,4.346728256818609e-5,2.5056461872839246e-4,7.002569321789598e-5,7.527029159049058e-5,2.639448855352197e-4
MMR,plant-dominant,linseed oil,ooil,CropsNES,4.0133727026438985e-8,6.474959952315702e-8,5.879153716948087e-8,ooil,-4.931103193342567e-24,2.6172743453111562e-21,8.01640758538776e-6,4.013372702643898e-8,6.474959952315964e-8,8.075199122557242e-6
MMR,plant-dominant,pea flour,opul,Pulses,2.0416065316110284e-5,2.0416065316110284e-5,2.0416065316110284e-5,opul,2.4313891124910725e-5,2.431522248806552e-5,2.4313075340146213e-5,4.472995644102101e-5,4.4731287804175805e-5,4.47291406562565e-5
MMR,plant-dominant,pea protein concentrate,opul,Pulses,1.1708490470443923e-5,1.452953618862871e-5,2.507923570501065e-5,opul,1.133200404645533e-5,1.4414312295765741e-5,-1.0390777573121824e-4,2.3040494516899255e-5,2.894384848439445e-5,-7.882854002620759e-5
MMR,plant-dominant,soy oil,soyb,Soybean,1.3607326968662212e-6,2.3062037596357967e-6,2.250233635575917e-6,soyb,5.37720169383408e-22,-7.533582329203075e-22,5.81847327743882e-7,1.3607326968662218e-6,2.306203759635796e-6,2.832080963319799e-6
MMR,plant-dominant,soy protein concentrate,soyb,Soybean,8.605220448138657e-5,7.41947442373856e-5,7.554239286011146e-5,soyb,1.0674629154583765e-6,8.970021910772036e-7,-1.309228819567617e-5,8.711966739684495e-5,7.509174642846281e-5,6.245010466443528e-5
MMR,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496241e-4,5.8637069650835976e-5,4.5374337469249556e-5,sunf,2.6341081940625825e-5,8.960283491450855e-6,4.2009088216161223e-4,1.3573318544558824e-4,6.759735314228683e-5,4.6546521963086176e-4
MMR,plant-dominant,wheat,whea,Wheat,5.3478051152611755e-9,5.3478051152611755e-9,5.3478051152611755e-9,whea,-2.0681115222268035e-21,-2.0681746033152777e-21,-2.068970470280979e-21,5.3478051152591075e-9,5.3478051152591075e-9,5.347805115259107e-9
MMR,plant-dominant,wheat gluten,whea,Wheat,8.062844635316844e-9,8.983703192205647e-9,2.059695626729035e-8,whea,3.0009061975191165e-22,1.7778690158359815e-21,-1.65403424775581e-4,8.062844635317144e-9,8.983703192207425e-9,-1.6538282781931372e-4
MNE,fish-dominant,corn gluten meal,maiz,Maize,2.7330148213555153e-10,3.4409349663317817e-10,1.446273188795085e-10,maiz,1.0370523301051298e-6,1.310785762292271e-6,3.893788295469809e-5,1.0373256315872654e-6,1.3111298557889043e-6,3.8938027582016964e-5
MNE,fish-dominant,faba beans,opul,Pulses,6.359385913797249e-5,6.359385913797249e-5,6.359385913797249e-5,opul,1.3445454695060347e-5,1.344619093192546e-5,1.344500357034996e-5,7.703931383303284e-5,7.704005006989794e-5,7.703886270832245e-5
MNE,fish-dominant,soybean meal,soyb,Soybean,5.6838169086270525e-5,4.296631351619371e-5,4.797568095974566e-5,soyb,6.487077079903361e-7,4.4927005909834974e-7,-5.159416197423341e-5,5.7486876794260865e-5,4.341558357529206e-5,-3.618481014487754e-6
MNE,fish-dominant,wheat,whea,Wheat,5.759174739512031e-9,5.759174739512031e-9,5.759174739512031e-9,whea,8.860656866804227e-22,8.860927132635515e-22,8.86433696040298e-22,5.759174739512917e-9,5.759174739512917e-9,5.759174739512918e-9
MNE,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522364e-8,1.191715729578299e-8,2.732249300763011e-8,whea,8.86883473908483e-22,-3.699158578034865e-21,-2.1941270485928598e-4,1.0695610230523251e-8,1.191715729577929e-8,-2.1938538236627834e-4
MNE,plant-dominant,canola oil,rape,Rapeseed,2.027126493754194e-7,3.1946463640346785e-7,3.397041028587054e-7,rape,0.002961731634923281,0.006122678068674096,0.0057283419060269345,0.0029619343475726563,0.0061229975333105,0.005728681610129793
MNE,plant-dominant,coconut oil,cnut,CropsNES,1.400901507307425e-8,2.8488936806769822e-8,5.0485911784109425e-8,cnut,-6.808329000898884e-24,-4.366463017092943e-23,-6.367449104491376e-6,1.4009015073074243e-8,2.848893680676978e-8,-6.316963192707267e-6
MNE,plant-dominant,corn gluten meal,maiz,Maize,4.7827759373721535e-11,6.021636191080621e-11,2.530978080391399e-11,maiz,1.6527238648993426e-7,2.1317548275480387e-7,6.797918208937761e-6,1.6532021424930798e-7,2.132356991167147e-7,6.797943518718565e-6
MNE,plant-dominant,faba beans,opul,Pulses,1.1446894644835071e-4,1.1446894644835071e-4,1.1446894644835071e-4,opul,3.200246561956017e-5,3.2004217988334456e-5,3.2001391866134804e-5,1.464714120679109e-4,1.4647316443668518e-4,1.4647033831448553e-4
MNE,plant-dominant,guar meal,opul,Pulses,1.3672679714664144e-4,1.4568083895562123e-4,6.129132285883929e-5,opul,4.017311149632181e-5,4.34623324509455e-5,2.5055261375227006e-4,1.7689990864296325e-4,1.8914317140656674e-4,3.118439366111093e-4
MNE,plant-dominant,linseed oil,ooil,CropsNES,1.8653215827602557e-7,3.009409651539758e-7,2.732492875472041e-7,ooil,-4.931102471436766e-24,2.6172737271335143e-21,8.016405866206922e-6,1.8653215827602557e-7,3.009409651539784e-7,8.289655153754127e-6
MNE,plant-dominant,pea flour,opul,Pulses,9.352038108525402e-5,9.352038108525402e-5,9.352038108525402e-5,opul,2.4312113638247067e-5,2.4313444904071486e-5,2.431129791312116e-5,1.1783249472350109e-4,1.1783382598932552e-4,1.1783167899837518e-4
MNE,plant-dominant,pea protein concentrate,opul,Pulses,5.363337517660357e-5,6.655580986412307e-5,1.1488108233121426e-4,opul,1.1331528947929504e-5,1.4413562361913204e-5,-1.0389844438705579e-4,6.496490412453308e-5,8.096937222603628e-5,1.0982637944158475e-5
MNE,plant-dominant,soy oil,soyb,Soybean,1.359634968410023e-6,2.304343302031911e-6,2.248418330115438e-6,soyb,5.3772016997367965e-22,-7.533582343219019e-22,5.81847328800115e-7,1.3596349684100235e-6,2.30434330203191e-6,2.8302656589155532e-6
MNE,plant-dominant,soy protein concentrate,soyb,Soybean,8.598278456240066e-5,7.413488995282443e-5,7.548145140226117e-5,soyb,1.0674629895679428e-6,8.970022447706117e-7,-1.3092288993599575e-5,8.70502475519686e-5,7.503189219759504e-5,6.23891624086616e-5
MNE,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496255e-4,5.863706965083605e-5,4.537433746924942e-5,sunf,2.6341081940625825e-5,8.960283491450859e-6,4.2009088216161223e-4,1.3573318544558838e-4,6.759735314228691e-5,4.6546521963086165e-4
MNE,plant-dominant,wheat,whea,Wheat,5.347805115261182e-9,5.347805115261182e-9,5.347805115261182e-9,whea,-2.068111522226804e-21,-2.068174603315278e-21,-2.0689704702809793e-21,5.347805115259114e-9,5.347805115259114e-9,5.347805115259113e-9
MNE,plant-dominant,wheat gluten,whea,Wheat,8.06284463531685e-9,8.983703192205632e-9,2.059695626729039e-8,whea,3.000906197519116e-22,1.7778690158359815e-21,-1.6540342477558098e-4,8.062844635317149e-9,8.98370319220741e-9,-1.653828278193137e-4
MNG,fish-dominant,faba beans,opul,Pulses,3.341903916206455e-8,3.341903916206455e-8,3.341903916206455e-8,opul,1.3446309348428799e-5,1.3447045632092428e-5,1.34458581950429e-5,1.3479728387590863e-5,1.3480464671254492e-5,1.3479277234204964e-5
MNG,fish-dominant,wheat,whea,Wheat,5.759174739512044e-9,5.759174739512044e-9,5.759174739512044e-9,whea,8.860656866804225e-22,8.860927132635515e-22,8.86433696040298e-22,5.75917473951293e-9,5.75917473951293e-9,5.7591747395129305e-9
MNG,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522348e-8,1.1917157295783e-8,2.7322493007630172e-8,whea,8.868834739084831e-22,-3.699158578034866e-21,-2.1941270485928595e-4,1.0695610230523234e-8,1.1917157295779302e-8,-2.1938538236627832e-4
MNG,plant-dominant,canola oil,rape,Rapeseed,2.0271264937542032e-7,3.1946463640346716e-7,3.397041028587051e-7,rape,0.002961731634923281,0.006122678068674095,0.0057283419060269345,0.0029619343475726563,0.006122997533310499,0.005728681610129793
MNG,plant-dominant,coconut oil,cnut,CropsNES,6.933550368099135e-8,1.4100168873612617e-7,2.498723931758282e-7,cnut,-6.808328624217941e-24,-4.366462525810158e-23,-6.3674478349080395e-6,6.933550368099133e-8,1.4100168873612612e-7,-6.1175754417322115e-6
MNG,plant-dominant,faba beans,opul,Pulses,6.01542704917162e-8,6.01542704917162e-8,6.01542704917162e-8,opul,3.2006127402158815e-5,3.200787997144244e-5,3.200505352587256e-5,3.206628167265053e-5,3.2068034241934157e-05,3.2065207796364275e-5
MNG,plant-dominant,guar meal,opul,Pulses,7.185093419843859e-8,7.655634880810822e-8,3.220903946826569e-8,opul,4.017860210142538e-5,4.3468661674729064e-5,2.505679633241492e-4,4.0250453035623815e-5,4.354521802353717e-5,2.506001723636175e-4
MNG,plant-dominant,linseed oil,ooil,CropsNES,9.232127368917465e-7,1.4894618421318891e-6,1.3524060673595793e-6,ooil,-4.931098838788667e-24,2.6172706164481126e-21,8.016397215245817e-6,9.232127368917465e-7,1.4894618421318917e-6,9.368803282605396e-6
MNG,plant-dominant,pea flour,opul,Pulses,4.914564582656556e-8,4.914564582656556e-8,4.914564582656556e-8,opul,2.431438633408836e-5,2.431571772435947e-5,2.4313570532708485e-5,2.4363531979914923e-5,2.4364863370186036e-5,2.436271617853505e-5
MNG,plant-dominant,pea protein concentrate,opul,Pulses,2.8184731823427946e-8,3.497556598171496e-8,6.037085091938955e-8,opul,1.1332136409276992e-5,1.4414521227924833e-5,-1.0391037545101553e-4,1.136032114110042e-5,1.4449496793906548e-5,-1.0385000460009615e-4
MNG,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496274e-4,5.86370696508361e-5,4.5374337469249576e-5,sunf,2.634108194062582e-5,8.960283491450857e-6,4.200908821616123e-4,1.3573318544558857e-4,6.759735314228695e-5,4.6546521963086187e-4
MNG,plant-dominant,wheat,whea,Wheat,5.347805115261185e-9,5.347805115261185e-9,5.347805115261185e-9,whea,-2.068111522226803e-21,-2.0681746033152777e-21,-2.068970470280979e-21,5.3478051152591174e-9,5.3478051152591174e-9,5.347805115259117e-9
MNG,plant-dominant,wheat gluten,whea,Wheat,8.062844635316844e-9,8.983703192205637e-9,2.0596956267290393e-8,whea,3.0009061975191165e-22,1.7778690158359815e-21,-1.6540342477558098e-4,8.062844635317144e-9,8.983703192207415e-9,-1.653828278193137e-4
MOZ,fish-dominant,corn gluten meal,maiz,Maize,2.7330148213555184e-10,3.4409349663317786e-10,1.4462731887950838e-10,maiz,1.0370523301051298e-6,1.3107857622922713e-6,3.8937882954698095e-5,1.0373256315872654e-6,1.3111298557889045e-6,3.893802758201697e-5
MOZ,fish-dominant,faba beans,opul,Pulses,5.988638496828916e-6,5.988638496828916e-6,5.988638496828916e-6,opul,1.3446229272703056e-5,1.3446965551981955e-5,1.3445778122003877e-5,1.9434867769531973e-5,1.943560404881087e-5,1.9434416618832793e-5
MOZ,fish-dominant,soybean meal,soyb,Soybean,5.6838169086270654e-5,4.296631351619373e-5,4.797568095974559e-5,soyb,6.48707707990336e-7,4.492700590983498e-7,-5.159416197423341e-5,5.7486876794260987e-5,4.341558357529208e-5,-3.6184810144878216e-6
MOZ,fish-dominant,wheat,whea,Wheat,5.759174739512035e-9,5.759174739512035e-9,5.759174739512035e-9,whea,8.860656866804225e-22,8.860927132635515e-22,8.86433696040298e-22,5.759174739512921e-9,5.759174739512921e-9,5.7591747395129214e-9
MOZ,fish-dominant,wheat gluten,whea,Wheat,1.0695610230522369e-8,1.1917157295783002e-8,2.7322493007630102e-8,whea,8.86883473908483e-22,-3.699158578034866e-21,-2.1941270485928603e-4,1.0695610230523256e-8,1.1917157295779303e-8,-2.193853823662784e-4
MOZ,plant-dominant,coconut oil,cnut,CropsNES,1.0849334502639032e-7,2.2063364442748296e-7,3.9099004588074056e-7,cnut,-6.808328357618471e-24,-4.366462178100158e-23,-6.367446936348522e-6,1.084933450263903e-7,2.206336444274829e-7,-5.976456890467781e-6
MOZ,plant-dominant,corn gluten meal,maiz,Maize,4.782775937372153e-11,6.021636191080614e-11,2.530978080391394e-11,maiz,1.6527238648993423e-7,2.1317548275480387e-7,6.797918208937761e-6,1.6532021424930796e-7,2.132356991167147e-7,6.797943518718565e-6
MOZ,plant-dominant,faba beans,opul,Pulses,1.0779549294292031e-5,1.0779549294292031e-5,1.0779549294292031e-5,opul,3.2005784315815374e-5,3.2007536866312515e-5,3.200471045104042e-5,4.2785333610107405e-5,4.2787086160604546e-5,4.278425974533245e-5
MOZ,plant-dominant,guar meal,opul,Pulses,1.2875572768182165e-5,1.3718775558614042e-5,5.771808482288553e-6,opul,4.017808766574343e-5,4.346806866567234e-5,2.5056652516436027e-4,5.30536604339256e-5,5.718684422428638e-5,2.563383336466488e-4
MOZ,plant-dominant,linseed oil,ooil,CropsNES,1.4446053274120013e-6,2.3306486426572385e-6,2.1161894021410636e-6,ooil,-4.931096267747895e-24,2.6172684148313375e-21,8.01639109244694e-6,1.4446053274120013e-6,2.330648642657241e-6,1.0132580494588003e-5
MOZ,plant-dominant,pea flour,opul,Pulses,8.80682131886604e-6,8.80682131886604e-6,8.80682131886604e-6,opul,2.4314173396568196e-5,2.4315504775179422e-5,2.4313357602332846e-5,3.3120994715434236e-5,3.312232609404546e-5,3.312017892119888e-5
MOZ,plant-dominant,pea protein concentrate,opul,Pulses,5.050658973229198e-6,6.2675656194281165e-6,1.0818360161370964e-5,opul,1.1332079493912174e-5,1.441443138812006e-5,-1.039092575842397e-4,1.6382738467141373e-5,2.0681997007548176e-5,-9.309089742286874e-5
MOZ,plant-dominant,soy oil,soyb,Soybean,1.3596349684100216e-6,2.304343302031906e-6,2.2484183301154385e-6,soyb,5.3772016997367965e-22,-7.533582343219018e-22,5.818473288001151e-7,1.3596349684100223e-6,2.304343302031905e-6,2.8302656589155536e-6
MOZ,plant-dominant,soy protein concentrate,soyb,Soybean,8.598278456240065e-5,7.413488995282415e-5,7.548145140226139e-5,soyb,1.0674629895679428e-6,8.970022447706117e-7,-1.3092288993599573e-5,8.705024755196859e-5,7.503189219759477e-5,6.238916240866181e-5
MOZ,plant-dominant,sunflower meal,sunf,Sunflower,1.0939210350496233e-4,5.8637069650836125e-5,4.537433746924964e-5,sunf,2.6341081940625825e-5,8.960283491450855e-6,4.200908821616122e-4,1.3573318544558816e-4,6.759735314228698e-5,4.654652196308618e-4
MOZ,plant-dominant,wheat,whea,Wheat,5.347805115261173e-9,5.347805115261173e-9,5.347805115261173e-9,whea,-2.0681115222268035e-21,-2.068174603315278e-21,-2.0689704702809793e-21,5.347805115259105e-9,5.347805115259105e-9,5.347805115259104e-9
MOZ,plant-dominant,wheat gluten,whea,Wheat,8.062844635316868e-9,8.983703192205657e-9,2.0596956267290397e-8,whea,3.0009061975191165e-22,1.7778690158359815e-21,-1.6540342477558098e-4,8.062844635317167e-9,8.983703192207435e-9,-1.653828278193137e-4
MRT,fish-dominant,corn gluten meal,maiz,Maize,2.7330148213555184e-10,3.440934966331779e-10,1.446273188795081e-10,maiz,1.0370523301051298e-6,1.3107857622922713e-6,3.893788295469809e-5,1.0373256315872654e-6,1.3111298557889045e-6,3.8938027582016964e-5
