"sciname","taxon","category","id"
"astronesthes psychrolutes","Finfish","LC",4661
"astronesthes richardsoni","Finfish","LC",4662
"astronesthes similus","Finfish","LC",4663
"astronesthes splendidus","Finfish","LC",4664
"astronesthes trifibulatus","Finfish","LC",4665
"astropecten alligator","Echinoderms","NE",4666
"astropecten americanus","Echinoderms","NE",4667
"astropecten antillensis","Echinoderms","NE",4668
"astropecten aranciacus","Echinoderms","NE",4669
"astropecten armatus","Echinoderms","NE",4670
"astropecten articulatus","Echinoderms","NE",4671
"astropecten bispinosus","Echinoderms","NE",4672
"astropecten cingulatus","Echinoderms","NE",4673
"astropecten comptus","Echinoderms","NE",4674
"astropecten duplicatus","Echinoderms","NE",4675
"astropecten eucnemis","Echinoderms","NE",4676
"astropecten indicus","Echinoderms","NE",4677
"astropecten irregularis","Echinoderms","NE",4678
"astropecten jonstoni","Echinoderms","NE",4679
"astropecten karankawai","Echinoderms","NE",4680
"astropecten marginatus","Echinoderms","NE",4681
"astropecten monacanthus","Echinoderms","NE",4682
"astropecten nitidus","Echinoderms","NE",4683
"astropecten platyacanthus","Echinoderms","NE",4684
"astropecten polyacanthus","Echinoderms","NE",4685
"astropecten primigenius","Echinoderms","NE",4686
"astropecten sinicus","Echinoderms","NE",4687
"astropecten spinulosus","Echinoderms","NE",4688
"astropecten vappa","Echinoderms","NE",4689
"astropecten velitaris","Echinoderms","NE",4690
"astrophyton muricatum","Echinoderms","NE",4691
"astropyga pulvinata","Echinoderms","NE",4692
"astropyga radiata","Echinoderms","NE",4693
"astrosclera willeyana","Sponges","NE",4694
"astroscopus guttatus","Finfish","LC",4695
"astroscopus y-graecum","Finfish","LC",4696
"astroscopus zephyreus","Finfish","LC",4697
"astrospartus mediterraneus","Echinoderms","NE",4698
"astrostole rodolphi","Echinoderms","NE",4699
"astrostole scabra","Echinoderms","NE",4700
"astrothorax waitei","Echinoderms","NE",4701
"astrotia stokesii","Reptiles","NE",4702
"astrotoma agassizii","Echinoderms","NE",4703
"astylosternus batesi","Amphibians","LC",4704
"astylosternus diadematus","Amphibians","LC",4705
"astylosternus fallax","Amphibians","VU",4706
"astylosternus laticephalus","Amphibians","NT",4707
"astylosternus laurenti","Amphibians","EN",4708
"astylosternus montanus","Amphibians","LC",4709
"astylosternus occidentalis","Amphibians","LC",4710
"astylosternus perreti","Amphibians","EN",4711
"astylosternus ranoides","Amphibians","EN",4712
"astylosternus rheophilus","Amphibians","NT",4713
"astylosternus schioetzi","Amphibians","EN",4714
"astyris antares","Molluscs","NE",4715
"astyris lunata","Molluscs","NE",4716
"astyris multilineata","Molluscs","NE",4717
"astyris pura","Molluscs","NE",4718
"astyris raveneli","Molluscs","NE",4719
"astyris rosacea","Molluscs","NE",4720
"astyris verrilli","Molluscs","NE",4721
"asymblepharus alaicus","Reptiles","LC",4722
"asymblepharus eremchenkoi","Reptiles","LC",4723
"asymblepharus himalayanus","Reptiles","LC",4724
"asymblepharus ladacensis","Reptiles","LC",4725
"asymblepharus sikimmensis","Reptiles","LC",4726
"asymbolus analis","Elasmobranchs","LC",4727
"asymbolus occiduus","Elasmobranchs","LC",4728
"asymbolus pallidus","Elasmobranchs","LC",4729
"asymbolus parvus","Elasmobranchs","LC",4730
"asymbolus rubiginosus","Elasmobranchs","LC",4731
"asymbolus submaculatus","Elasmobranchs","LC",4732
"asymbolus vincenti","Elasmobranchs","LC",4733
"asymmetron lucayanum","Molluscs","NE",4734
"atactodea striata","Molluscs","NE",4735
"atalotriccus pilaris","Birds","LC",4736
"atelecrinus balanoides","Echinoderms","NE",4737
"atelecyclus rotundatus","Arthropods","NE",4738
"atelecyclus undecimdentatus","Arthropods","NE",4739
"ateleopus japonicus","Finfish","LC",4740
"ateleopus natalensis","Finfish","NE",4741
"ateleopus purpureus","Finfish","NE",4742
"atelerix albiventris","Terrestrial mammals","LC",4743
"atelerix algirus","Terrestrial mammals","LC",4744
"atelerix frontalis","Terrestrial mammals","LC",4745
"atelerix sclateri","Terrestrial mammals","LC",4746
"ateles belzebuth","Terrestrial mammals","EN",4747
"ateles chamek","Terrestrial mammals","EN",4748
"ateles fusciceps","Terrestrial mammals","EN",4749
"ateles geoffroyi","Terrestrial mammals","EN",4750
"ateles hybridus","Terrestrial mammals","CR",4751
"ateles marginatus","Terrestrial mammals","EN",4752
"ateles paniscus","Terrestrial mammals","VU",4753
"atelocynus microtis","Terrestrial mammals","NT",4754
"atelognathus praebasalticus","Amphibians","EN",4755
"atelognathus reverberii","Amphibians","VU",4756
"atelognathus salai","Amphibians","LC",4757
"atelomycterus fasciatus","Elasmobranchs","LC",4758
"atelomycterus macleayi","Elasmobranchs","LC",4759
"atelomycterus marmoratus","Elasmobranchs","NT",4760
"atelopus andinus","Amphibians","EN",4761
"atelopus arthuri","Amphibians","CR",4762
"atelopus bomolochos","Amphibians","CR",4763
"atelopus boulengeri","Amphibians","CR",4764
"atelopus carrikeri","Amphibians","EN",4765
"atelopus certus","Amphibians","CR",4766
"atelopus coynei","Amphibians","CR",4767
"atelopus elegans","Amphibians","EN",4768
"atelopus exiguus","Amphibians","EN",4769
"atelopus flavescens","Amphibians","LC",4770
"atelopus franciscus","Amphibians","LC",4771
"atelopus glyphus","Amphibians","CR",4772
"atelopus ignescens","Amphibians","CR",4773
"atelopus limosus","Amphibians","CR",4774
"atelopus loettersi","Amphibians","NT",4775
"atelopus lozanoi","Amphibians","EN",4776
"atelopus marinkellei","Amphibians","EN",4777
"atelopus mittermeieri","Amphibians","EN",4778
"atelopus muisca","Amphibians","CR",4779
"atelopus nahumae","Amphibians","EN",4780
"atelopus nepiozomus","Amphibians","EN",4781
"atelopus oxapampae","Amphibians","EN",4782
"atelopus palmatus","Amphibians","CR",4783
"atelopus petersi","Amphibians","CR",4784
"atelopus pulcher","Amphibians","VU",4785
"atelopus seminiferus","Amphibians","EN",4786
"atelopus simulatus","Amphibians","CR",4787
"atelopus spumarius","Amphibians","LC",4788
"atelopus spurrelli","Amphibians","NT",4789
"atelopus tricolor","Amphibians","CR",4790
"atelopus varius","Amphibians","CR",4791
"atelopus walkeri","Amphibians","DD",4792
"atelornis crossleyi","Birds","NT",4793
"atelornis pittoides","Birds","LC",4794
"atergatis floridus","Arthropods","NE",4795
"atergatis integerrimus","Arthropods","NE",4796
"atergatopsis signata","Arthropods","NE",4797
"ateuchosaurus chinensis","Reptiles","LC",4798
"ateuchosaurus pellopleurus","Reptiles","LC",4799
"athanas areteformis","Arthropods","NE",4800
"athanas dimorphus","Arthropods","NE",4801
"athanas djiboutensis","Arthropods","NE",4802
"athanas indicus","Arthropods","NE",4803
"athanas parvus","Arthropods","NE",4804
"athelges takanoshimensis","Arthropods","NE",4805
"athene blewitti","Birds","EN",4806
"athene brama","Birds","LC",4807
"athene cunicularia","Birds","LC",4808
"athene noctua","Birds","LC",4809
"athene superciliaris","Birds","LC",4810
"atheresthes evermanni","Finfish","LC",4811
"atheresthes stomias","Finfish","LC",4812
"atherina boyeri","Finfish","LC",4813
"atherina breviceps","Finfish","NE",4814
"atherina hepsetus","Finfish","NE",4815
"atherina presbyter","Finfish","LC",4816
"atherinason hepsetoides","Finfish","NE",4817
"atherinella brasiliensis","Finfish","LC",4818
"atherinella eriarcha","Finfish","LC",4819
"atherinella nepenthe","Finfish","LC",4820
"atherinomorus duodecimalis","Finfish","LC",4821
"atherinomorus endrachtensis","Finfish","NE",4822
"atherinomorus insularum","Finfish","NE",4823
"atherinomorus lacunosus","Finfish","LC",4824
"atherinomorus stipes","Finfish","LC",4825
"atherinops affinis","Finfish","LC",4826
"atherinopsis californiensis","Finfish","LC",4827
"atherinosoma elongata","Finfish","NE",4828
"atherinosoma microstoma","Finfish","NE",4829
"atherion elymus","Finfish","LC",4830
"atheris acuminata","Reptiles","DD",4831
"atheris anisolepis","Reptiles","LC",4832
"atheris barbouri","Reptiles","VU",4833
"atheris broadleyi","Reptiles","LC",4834
"atheris ceratophora","Reptiles","VU",4835
"atheris chlorechis","Reptiles","LC",4836
"atheris hirsuta","Reptiles","DD",4837
"atheris hispida","Reptiles","LC",4838
"atheris katangensis","Reptiles","NT",4839
"atheris mabuensis","Reptiles","EN",4840
"atheris matildae","Reptiles","CR",4841
"atheris nitschei","Reptiles","LC",4842
"atheris rungweensis","Reptiles","LC",4843
"atheris squamigera","Reptiles","LC",4844
"atherurus africanus","Terrestrial mammals","LC",4845
"atherurus macrourus","Terrestrial mammals","LC",4846
"athyonidium chilensis","Echinoderms","NE",4847
"atimastillas flavicollis","Birds","LC",4848
"atimastillas flavigula","Birds","LC",4849
"atlanta brunnea","Molluscs","NE",4850
"atlanta californiensis","Molluscs","NE",4851
"atlanta helicinoidea","Molluscs","NE",4852
"atlanta inclinata","Molluscs","NE",4853
"atlanta lesueurii","Molluscs","NE",4854
"atlanta peronii","Molluscs","NE",4855
"atlantolacerta andreanskyi","Reptiles","NT",4856
"atlantoraja castelnaui","Elasmobranchs","CR",4857
"atlantoraja cyclophora","Elasmobranchs","EN",4858
"atlantoraja platana","Elasmobranchs","EN",4859
"atlantoxerus getulus","Terrestrial mammals","LC",4860
"atlapetes albiceps","Birds","LC",4861
"atlapetes albofrenatus","Birds","LC",4862
"atlapetes blancae","Birds","CR",4863
"atlapetes canigenis","Birds","LC",4864
"atlapetes citrinellus","Birds","LC",4865
"atlapetes crassus","Birds","LC",4866
"atlapetes flaviceps","Birds","NT",4867
"atlapetes forbesi","Birds","LC",4868
"atlapetes fulviceps","Birds","LC",4869
"atlapetes fuscoolivaceus","Birds","NT",4870
"atlapetes latinuchus","Birds","LC",4871
"atlapetes leucopterus","Birds","LC",4872
"atlapetes melanocephalus","Birds","LC",4873
"atlapetes melanolaemus","Birds","LC",4874
"atlapetes melanopsis","Birds","NT",4875
"atlapetes meridae","Birds","LC",4876
"atlapetes nationi","Birds","LC",4877
"atlapetes nigrifrons","Birds","LC",4878
"atlapetes pallidinucha","Birds","LC",4879
"atlapetes paynteri","Birds","LC",4880
"atlapetes pileatus","Birds","LC",4881
"atlapetes rufigenis","Birds","LC",4882
"atlapetes rufinucha","Birds","LC",4883
"atlapetes schistaceus","Birds","LC",4884
"atlapetes seebohmi","Birds","LC",4885
"atlapetes semirufus","Birds","LC",4886
"atlapetes taczanowskii","Birds","LC",4887
"atlapetes terborghi","Birds","NT",4888
"atlapetes tricolor","Birds","LC",4889
"atolla vanhoeffeni","Cnidaria","NE",4890
"atolla wyvillei","Cnidaria","NE",4891
"atopogale cubana","Terrestrial mammals","EN",4892
"atractaspis andersonii","Reptiles","LC",4893
"atractaspis aterrima","Reptiles","LC",4894
"atractaspis battersbyi","Reptiles","LC",4895
"atractaspis bibronii","Reptiles","LC",4896
"atractaspis boulengeri","Reptiles","LC",4897
"atractaspis congica","Reptiles","LC",4898
"atractaspis corpulenta","Reptiles","LC",4899
"atractaspis dahomeyensis","Reptiles","LC",4900
"atractaspis duerdeni","Reptiles","LC",4901
"atractaspis engaddensis","Reptiles","LC",4902
"atractaspis engdahli","Reptiles","LC",4903
"atractaspis fallax","Reptiles","LC",4904
"atractaspis irregularis","Reptiles","LC",4905
"atractaspis magrettii","Reptiles","LC",4906
"atractaspis microlepidota","Reptiles","LC",4907
"atractaspis micropholis","Reptiles","LC",4908
"atractaspis reticulata","Reptiles","LC",4909
"atractaspis scorteccii","Reptiles","DD",4910
"atractaspis watsoni","Reptiles","LC",4911
"atractoscion aequidens","Finfish","NT",4912
"atractoscion nobilis","Finfish","LC",4913
"atractus albuquerquei","Reptiles","LC",4914
"atractus alphonsehogei","Reptiles","LC",4915
"atractus altagratiae","Reptiles","LC",4916
"atractus atratus","Reptiles","DD",4917
"atractus badius","Reptiles","LC",4918
"atractus biseriatus","Reptiles","DD",4919
"atractus bocki","Reptiles","DD",4920
"atractus bocourti","Reptiles","LC",4921
"atractus boettgeri","Reptiles","LC",4922
"atractus caete","Reptiles","EN",4923
"atractus carrioni","Reptiles","EN",4924
"atractus caxiuana","Reptiles","DD",4925
"atractus chthonius","Reptiles","DD",4926
"atractus clarki","Reptiles","LC",4927
"atractus collaris","Reptiles","LC",4928
"atractus crassicaudatus","Reptiles","LC",4929
"atractus duboisi","Reptiles","EN",4930
"atractus dunni","Reptiles","NT",4931
"atractus ecuadorensis","Reptiles","DD",4932
"atractus edioi","Reptiles","DD",4933
"atractus elaps","Reptiles","LC",4934
"atractus emigdioi","Reptiles","LC",4935
"atractus emmeli","Reptiles","LC",4936
"atractus eriki","Reptiles","DD",4937
"atractus favae","Reptiles","DD",4938
"atractus flammigerus","Reptiles","LC",4939
"atractus franciscopaivai","Reptiles","DD",4940
"atractus francoi","Reptiles","LC",4941
"atractus gaigeae","Reptiles","LC",4942
"atractus gigas","Reptiles","NT",4943
"atractus guentheri","Reptiles","NT",4944
"atractus hoogmoedi","Reptiles","CR",4945
"atractus iridescens","Reptiles","LC",4946
"atractus lancinii","Reptiles","LC",4947
"atractus lasallei","Reptiles","LC",4948
"atractus latifrons","Reptiles","LC",4949
"atractus macondo","Reptiles","DD",4950
"atractus maculatus","Reptiles","LC",4951
"atractus major","Reptiles","LC",4952
"atractus manizalesensis","Reptiles","LC",4953
"atractus mariselae","Reptiles","LC",4954
"atractus matthewi","Reptiles","LC",4955
"atractus medusa","Reptiles","DD",4956
"atractus melanogaster","Reptiles","DD",4957
"atractus melas","Reptiles","LC",4958
"atractus meridensis","Reptiles","DD",4959
"atractus micheleae","Reptiles","LC",4960
"atractus microrhynchus","Reptiles","VU",4961
"atractus modestus","Reptiles","VU",4962
"atractus multicinctus","Reptiles","LC",4963
"atractus natans","Reptiles","LC",4964
"atractus nicefori","Reptiles","VU",4965
"atractus nigricaudus","Reptiles","LC",4966
"atractus obesus","Reptiles","DD",4967
"atractus obtusirostris","Reptiles","DD",4968
"atractus occidentalis","Reptiles","EN",4969
"atractus occipitoalbus","Reptiles","NT",4970
"atractus ochrosetrus","Reptiles","DD",4971
"atractus orcesi","Reptiles","LC",4972
"atractus pamplonensis","Reptiles","LC",4973
"atractus pantostictus","Reptiles","LC",4974
"atractus paraguayensis","Reptiles","LC",4975
"atractus paucidens","Reptiles","VU",4976
"atractus poeppigi","Reptiles","LC",4977
"atractus potschi","Reptiles","LC",4978
"atractus resplendens","Reptiles","DD",4979
"atractus reticulatus","Reptiles","LC",4980
"atractus riveroi","Reptiles","LC",4981
"atractus ronnie","Reptiles","EN",4982
"atractus roulei","Reptiles","VU",4983
"atractus sanctaemartae","Reptiles","LC",4984
"atractus sanguineus","Reptiles","DD",4985
"atractus savagei","Reptiles","DD",4986
"atractus schach","Reptiles","LC",4987
"atractus serranus","Reptiles","VU",4988
"atractus snethlageae","Reptiles","LC",4989
"atractus steyermarki","Reptiles","LC",4990
"atractus tamessari","Reptiles","LC",4991
"atractus taphorni","Reptiles","EN",4992
"atractus torquatus","Reptiles","LC",4993
"atractus trihedrurus","Reptiles","LC",4994
"atractus trilineatus","Reptiles","LC",4995
"atractus univittatus","Reptiles","LC",4996
"atractus ventrimaculatus","Reptiles","LC",4997
"atractus vittatus","Reptiles","LC",4998
"atractus wagleri","Reptiles","LC",4999
"atractus werneri","Reptiles","LC",5000
"atractus zebrinus","Reptiles","LC",5001
"atractus zidoki","Reptiles","LC",5002
"atretium schistosum","Reptiles","LC",5003
"atrichornis clamosus","Birds","EN",5004
"atrichornis rufescens","Birds","EN",5005
"atrina fragilis","Molluscs","NE",5006
"atrina maura","Molluscs","NE",5007
"atrina pectinata","Molluscs","NE",5008
"atrina penna","Molluscs","NE",5009
"atrina rigida","Molluscs","NE",5010
"atrina seminuda","Molluscs","NE",5011
"atrina serrata","Molluscs","NE",5012
"atrina teramachii","Molluscs","NE",5013
"atrina tuberculosa","Molluscs","NE",5014
"atrina vexillum","Molluscs","NE",5015
"atrina zelandica","Molluscs","NE",5016
"atriolum robustum","Molluscs","NE",5017
"atrobucca alcocki","Finfish","LC",5018
"atrobucca brevis","Finfish","LC",5019
"atrobucca nibe","Finfish","LC",5020
"atronanus fuliginosus","Birds","LC",5021
"atrophacanthus japonicus","Finfish","NE",5022
"atropoides nummifer","Reptiles","LC",5023
"atropoides olmec","Reptiles","LC",5024
"atropus atropos","Finfish","LC",5025
"atrosalarias fuscus","Finfish","LC",5026
"atrosalarias holomelas","Finfish","LC",5027
"atrosalarias hosokawai","Finfish","LC",5028
"attagis gayi","Birds","LC",5029
"attagis malouinus","Birds","LC",5030
"atticora fasciata","Birds","LC",5031
"atticora pileata","Birds","LC",5032
"atticora tibialis","Birds","LC",5033
"attila bolivianus","Birds","LC",5034
"attila cinnamomeus","Birds","LC",5035
"attila citriniventris","Birds","LC",5036
"attila phoenicurus","Birds","LC",5037
"attila rufus","Birds","LC",5038
"attila spadiceus","Birds","LC",5039
"attila torridus","Birds","VU",5040
"attiliosa aldridgei","Molluscs","NE",5041
"attiliosa nodulifera","Molluscs","NE",5042
"atule mate","Finfish","LC",5043
"atyloella magellanica","Arthropods","NE",5044
"atylus vedlomensis","Arthropods","NE",5045
"atypichthys strigatus","Finfish","NE",5046
"atypopenaeus compressipes","Arthropods","NE",5047
"atypopenaeus formosus","Arthropods","NE",5048
"atypopenaeus stenodactylus","Arthropods","NE",5049
"atys caribaeus","Molluscs","NE",5050
"atys cylindricus","Molluscs","NE",5051
"atys guildingi","Molluscs","NE",5052
"atys macandrewi","Molluscs","NE",5053
"atys naucum","Molluscs","NE",5054
"atys riiseanus","Molluscs","NE",5055
"atys sandersoni","Molluscs","NE",5056
"aubria masako","Amphibians","LC",5057
"aubria occidentalis","Amphibians","NE",5058
"aubria subsigillata","Amphibians","LC",5059
"auchenoceros punctatus","Finfish","NE",5060
"audulla chelifera","Arthropods","NE",5061
"augaptilus longicaudatus","Arthropods","NE",5062
"augastes lumachella","Birds","NT",5063
"augastes scutatus","Birds","LC",5064
"aulacocephalus temminckii","Finfish","LC",5065
"aulacolambrus hoplonotus","Arthropods","NE",5066
"aulacomya ater","Molluscs","NE",5067
"aulacomya atra","Molluscs","NE",5068
"aulacomya maoriana","Molluscs","NE",5069
"aulacorhynchus albivitta","Birds","LC",5070
"aulacorhynchus atrogularis","Birds","LC",5071
"aulacorhynchus caeruleogularis","Birds","LC",5072
"aulacorhynchus calorhynchus","Birds","LC",5073
"aulacorhynchus coeruleicinctis","Birds","LC",5074
"aulacorhynchus cyanolaemus","Birds","LC",5075
"aulacorhynchus derbianus","Birds","LC",5076
"aulacorhynchus haematopygus","Birds","LC",5077
"aulacorhynchus huallagae","Birds","NT",5078
"aulacorhynchus prasinus","Birds","LC",5079
"aulacorhynchus sulcatus","Birds","LC",5080
"aulacorhynchus wagleri","Birds","LC",5081
"aulacorhynchus whitelianus","Birds","LC",5082
"aulactinia verrucosa","Cnidaria","NE",5083
"auletta sycinularia","Sponges","NE",5084
"auliscomys boliviensis","Terrestrial mammals","LC",5085
"auliscomys pictus","Terrestrial mammals","LC",5086
"auliscomys sublimis","Terrestrial mammals","LC",5087
"aulopus bajacali","Finfish","LC",5088
"aulopus cadenati","Finfish","LC",5089
"aulopus filamentosus","Finfish","LC",5090
"aulorhynchus flavidus","Finfish","LC",5091
"aulostomus chinensis","Finfish","LC",5092
"aulostomus maculatus","Finfish","LC",5093
"aulostomus strigosus","Finfish","LC",5094
"aulotrachichthys atlanticus","Finfish","DD",5095
"aulotrachichthys latus","Finfish","LC",5096
"aulotrachichthys novaezelandicus","Finfish","LC",5097
"aulotrachichthys prosthemius","Finfish","LC",5098
"aurelia aurita","Cnidaria","NE",5099
"auriculastra subula","Molluscs","LC",5100
"aurigequula fasciata","Finfish","LC",5101
"auriparus flaviceps","Birds","LC",5102
"aurivela longicauda","Reptiles","LC",5103
"aurivela tergolaevigata","Reptiles","LC",5104
"austinixa cristata","Arthropods","NE",5105
"austinograea alayseae","Arthropods","NE",5106
"austinograea williamsi","Arthropods","NE",5107
"austraeolis ornata","Molluscs","NE",5108
"australogyra zelli","Cnidaria","VU",5109
"australolacerta australis","Reptiles","LC",5110
"australomussa rowleyensis","Cnidaria","NE",5111
"austrarcturella callosa","Arthropods","NE",5112
"austrarcturella hirsuta","Arthropods","NE",5113
"austrasphaera berentsae","Arthropods","NE",5114
"austrelaps labialis","Reptiles","LC",5115
"austrelaps ramsayi","Reptiles","LC",5116
"austrelaps superbus","Reptiles","LC",5117
"austriella corrugata","Molluscs","NE",5118
"austrochaperina adelphe","Amphibians","LC",5119
"austrochaperina basipalmata","Amphibians","LC",5120
"austrochaperina blumi","Amphibians","LC",5121
"austrochaperina derongo","Amphibians","LC",5122
"austrochaperina fryi","Amphibians","LC",5123
"austrochaperina gracilipes","Amphibians","LC",5124
"austrochaperina hooglandi","Amphibians","LC",5125
"austrochaperina macrorhyncha","Amphibians","LC",5126
"austrochaperina mehelyi","Amphibians","LC",5127
"austrochaperina novaebritanniae","Amphibians","VU",5128
"austrochaperina palmipes","Amphibians","LC",5129
"austrochaperina parkeri","Amphibians","DD",5130
"austrochaperina pluvialis","Amphibians","LC",5131
"austrochaperina punctata","Amphibians","DD",5132
"austrochaperina rivularis","Amphibians","LC",5133
"austrochaperina robusta","Amphibians","LC",5134
"austrochaperina septentrionalis","Amphibians","LC",5135
"austrochaperina yelaensis","Amphibians","LC",5136
"austrocylichna exigua","Molluscs","NE",5137
"austrodecus breviceps","Arthropods","NE",5138
"austrodecus calcaricauda","Arthropods","NE",5139
"austrodecus crenatum","Arthropods","NE",5140
"austrodecus curtipes","Arthropods","NE",5141
"austrodecus fagei","Arthropods","NE",5142
"austrodecus glabrum","Arthropods","NE",5143
"austrodecus glaciale","Arthropods","NE",5144
"austrodecus simulans","Arthropods","NE",5145
"austrofilius furcatus","Arthropods","NE",5146
"austroflustra vulgaris","Molluscs","NE",5147
"austroglossus microlepis","Finfish","DD",5148
"austroglossus pectoralis","Finfish","DD",5149
"austrolabrus maculatus","Finfish","LC",5150
"austrolepidopa caledonia","Arthropods","NE",5151
"austrolethops wardi","Finfish","LC",5152
"austrolittorina antipodum","Molluscs","NE",5153
"austrolittorina araucana","Molluscs","NE",5154
"austrolycus depressiceps","Finfish","NE",5155
"austrolycus laticinctus","Finfish","NE",5156
"austromegabalanus nigrescens","Arthropods","NE",5157
"austromegabalanus psittacus","Arthropods","NE",5158
"austronibea oedogenys","Finfish","LC",5159
"austroniscus norbi","Arthropods","NE",5160
"austroniscus ovalis","Arthropods","NE",5161
"austronomus australis","Terrestrial mammals","LC",5162
"austronomus kuboriensis","Terrestrial mammals","LC",5163
"austropallene brachyura","Arthropods","NE",5164
"austropallene calmani","Arthropods","NE",5165
"austropallene cornigera","Arthropods","NE",5166
"austropallene cristata","Arthropods","NE",5167
"austropallene gracilipes","Arthropods","NE",5168
"austropallene tibicina","Arthropods","NE",5169
"austropenaeus nitidus","Arthropods","NE",5170
"austroraptus calcaratus","Arthropods","NE",5171
"austroraptus juvenilis","Arthropods","NE",5172
"austroraptus praecox","Arthropods","NE",5173
"austrorossia antillensis","Cephalopods","LC",5174
"austrorossia australis","Cephalopods","LC",5175
"austrorossia enigmatica","Cephalopods","DD",5176
"austrosignum glaciale","Arthropods","NE",5177
"austrovenus stutchburyi","Molluscs","NE",5178
"automate dolichognatha","Arthropods","NE",5179
"automate evermanni","Arthropods","NE",5180
"automolus infuscatus","Birds","LC",5181
"automolus lammi","Birds","EN",5182
"automolus leucophthalmus","Birds","LC",5183
"automolus melanopezus","Birds","LC",5184
"automolus ochrolaemus","Birds","LC",5185
"automolus paraensis","Birds","LC",5186
"automolus rufipileatus","Birds","LC",5187
"automolus subulatus","Birds","LC",5188
"automolus virgatus","Birds","LC",5189
"auxis rochei","Finfish","LC",5190
"auxis thazard","Finfish","LC",5191
"avahi betsileo","Terrestrial mammals","EN",5192
"avahi laniger","Terrestrial mammals","VU",5193
"avahi meridionalis","Terrestrial mammals","EN",5194
"avahi mooreorum","Terrestrial mammals","EN",5195
"avahi occidentalis","Terrestrial mammals","VU",5196
"avahi peyrierasi","Terrestrial mammals","VU",5197
"avahi ramanantsoavanai","Terrestrial mammals","VU",5198
"avahi unicolor","Terrestrial mammals","CR",5199
"aviceda cuculoides","Birds","LC",5200
"aviceda jerdoni","Birds","LC",5201
"aviceda leuphotes","Birds","LC",5202
"aviceda madagascariensis","Birds","LC",5203
"aviceda subcristata","Birds","LC",5204
"avicennia germinans","Marine plants","LC",5205
"avocettina acuticeps","Finfish","LC",5206
"avocettina bowersii","Finfish","LC",5207
"avocettina infans","Finfish","LC",5208
"avocettina paucipora","Finfish","LC",5209
"avocettula recurvirostris","Birds","LC",5210
"avrainvillea erecta","Marine plants","NE",5211
"avrainvillea hollenbergii","Marine plants","NE",5212
"avrainvillea lacerata","Marine plants","NE",5213
"avrainvillea longicaulis","Marine plants","NE",5214
"avrainvillea nigricans","Marine plants","NE",5215
"awaous guamensis","Finfish","LC",5216
"awaous melanocephalus","Finfish","NE",5217
"awaous ocellaris","Finfish","LC",5218
"axechina raspailioides","Sponges","NE",5219
"axelella smithii","Molluscs","NE",5220
"axinella aruensis","Sponges","NE",5221
"axinella corrugata","Sponges","NE",5222
"axinella crinita","Sponges","NE",5223
"axinella donnani","Sponges","NE",5224
"axinella meandroides","Sponges","NE",5225
"axinella polycapella","Sponges","NE",5226
"axinella polypoides","Sponges","NE",5227
"axinella pomponiae","Sponges","NE",5228
"axinella rugosa","Sponges","NE",5229
"axinella shoemakeri","Sponges","NE",5230
"axinella waltonsmithi","Sponges","NE",5231
"axinodon symmetros","Molluscs","NE",5232
"axinopsida orbiculata","Molluscs","NE",5233
"axinopsida serricata","Molluscs","NE",5234
"axinyssa ambrosia","Sponges","NE",5235
"axinyssa aplysinoides","Sponges","NE",5236
"axinyssa variabilis","Sponges","NE",5237
"axiopsis pica","Arthropods","NE",5238
"axiopsis serratifrons","Arthropods","NE",5239
"axis axis","Terrestrial mammals","LC",5240
"axis calamianensis","Terrestrial mammals","EN",5241
"axis kuhlii","Terrestrial mammals","CR",5242
"axoclinus lucillae","Finfish","LC",5243
"axoclinus nigricaudus","Finfish","LC",5244
"aythya baeri","Birds","CR",5245
"aythya collaris","Birds","LC",5246
"azorinus coarctatus","Molluscs","NE",5247
"azumapecten ruschenbergerii","Molluscs","NE",5248
"azurina eupalama","Finfish","CR",5249
"azurina hirundo","Finfish","NT",5250
"azygopus pinnifasciatus","Finfish","LC",5251
"babelomurex dalli","Molluscs","NE",5252
"babelomurex lischkeanus","Molluscs","NE",5253
"babelomurex mansfieldi","Molluscs","NE",5254
"babelomurex wormaldi","Molluscs","NE",5255
"babina holsti","Amphibians","EN",5256
"babina subaspera","Amphibians","EN",5257
"babylonia lutosa","Molluscs","NE",5258
"babylonia spirata","Molluscs","NE",5259
"bachia alleni","Reptiles","NT",5260
"bachia barbouri","Reptiles","DD",5261
"bachia bicolor","Reptiles","LC",5262
"bachia blairi","Reptiles","NT",5263
"bachia bresslaui","Reptiles","VU",5264
"bachia cacerensis","Reptiles","DD",5265
"bachia didactyla","Reptiles","EN",5266
"bachia dorbignyi","Reptiles","LC",5267
"bachia flavescens","Reptiles","LC",5268
"bachia geralista","Reptiles","DD",5269
"bachia guianensis","Reptiles","LC",5270
"bachia heteropa","Reptiles","LC",5271
"bachia huallagana","Reptiles","LC",5272
"bachia intermedia","Reptiles","DD",5273
"bachia lineata","Reptiles","DD",5274
"bachia micromela","Reptiles","DD",5275
"bachia oxyrhina","Reptiles","LC",5276
"bachia pallidiceps","Reptiles","DD",5277
"bachia panoplia","Reptiles","LC",5278
"bachia peruana","Reptiles","LC",5279
"bachia pyburni","Reptiles","LC",5280
"bachia scaea","Reptiles","DD",5281
"bachia scolecoides","Reptiles","LC",5282
"bachia talpa","Reptiles","LC",5283
"bachia trinitatis","Reptiles","LC",5284
