"sciname","taxon","category","id"
"bachia trisanale","Reptiles","LC",5285
"bachia whitei","Reptiles","DD",5286
"bactrocythara asarca","Molluscs","NE",5287
"bactronophorus thoracites","Molluscs","NE",5288
"baeodon alleni","Terrestrial mammals","LC",5289
"baeodon gracilis","Terrestrial mammals","LC",5290
"baeolidia australis","Molluscs","NE",5291
"baeolophus atricristatus","Birds","LC",5292
"baeolophus bicolor","Birds","LC",5293
"baeolophus inornatus","Birds","LC",5294
"baeolophus ridgwayi","Birds","LC",5295
"baeolophus wollweberi","Birds","LC",5296
"baeopogon clamans","Birds","LC",5297
"baeopogon indicator","Birds","LC",5298
"bagre bagre","Finfish","LC",5299
"bagre marinus","Finfish","LC",5300
"bagre panamensis","Finfish","LC",5301
"bagre pinnimaculatus","Finfish","LC",5302
"bahius bilineatus","Amphibians","LC",5303
"baikia africana","Reptiles","DD",5304
"bailya intricata","Molluscs","NE",5305
"bailya parva","Molluscs","NE",5306
"baiomys musculus","Terrestrial mammals","LC",5307
"baiomys taylori","Terrestrial mammals","LC",5308
"bairdiella ensifera","Finfish","LC",5309
"bairdiella ronchus","Finfish","LC",5310
"bairdoppilata villosa","Arthropods","NE",5311
"bajacalifornia calcarata","Finfish","LC",5312
"bajacalifornia megalops","Finfish","LC",5313
"balaena mysticetus","Marine mammals","EN",5314
"balaeniceps rex","Birds","VU",5315
"balaenoptera acutorostrata","Marine mammals","LC",5316
"balaenoptera bonaerensis","Marine mammals","NT",5317
"balaenoptera borealis","Marine mammals","EN",5318
"balaenoptera brydei","Marine mammals","NE",5319
"balaenoptera edeni","Marine mammals","LC",5320
"balaenoptera musculus","Marine mammals","EN",5321
"balaenoptera omurai","Marine mammals","DD",5322
"balaenoptera physalus","Marine mammals","EN",5323
"balanophyllia chnous","Cnidaria","NE",5324
"balanophyllia crassitheca","Cnidaria","NE",5325
"balanophyllia cyathoides","Cnidaria","NE",5326
"balanophyllia elegans","Cnidaria","NE",5327
"balanophyllia europaea","Cnidaria","VU",5328
"balanophyllia floridana","Cnidaria","NE",5329
"balanophyllia palifera","Cnidaria","NE",5330
"balanophyllia regia","Cnidaria","NE",5331
"balantiopteryx infusca","Terrestrial mammals","VU",5332
"balantiopteryx io","Terrestrial mammals","VU",5333
"balantiopteryx plicata","Terrestrial mammals","LC",5334
"balanus albicostatus","Arthropods","NE",5335
"balanus crenatus","Arthropods","NE",5336
"balanus improvisus","Arthropods","NE",5337
"balanus laevis","Arthropods","NE",5338
"balanus nubilis","Arthropods","NE",5339
"balanus spongicola","Arthropods","NE",5340
"balanus trigonus","Arthropods","NE",5341
"baldwinella aureorubens","Finfish","LC",5342
"baldwinella vivanus","Finfish","LC",5343
"balearica pavonina","Birds","VU",5344
"balearica regulorum","Birds","EN",5345
"balionycteris maculata","Terrestrial mammals","LC",5346
"balionycteris seimundi","Terrestrial mammals","LC",5347
"balistapus undulatus","Finfish","LC",5348
"balistes capriscus","Finfish","VU",5349
"balistes polylepis","Finfish","LC",5350
"balistes punctatus","Finfish","VU",5351
"balistes vetula","Finfish","NT",5352
"balistoides conspicillum","Finfish","LC",5353
"balistoides viridescens","Finfish","LC",5354
"ballia callitricha","Marine plants","NE",5355
"balliella crouanioides","Marine plants","NE",5356
"bamanophis dorri","Reptiles","LC",5357
"bamarooka bathycephala","Arthropods","NE",5358
"bamarooka tropicalis","Arthropods","NE",5359
"bambusicola fytchii","Birds","LC",5360
"bambusicola sonorivox","Birds","LC",5361
"bambusicola thoracicus","Birds","LC",5362
"banareia armata","Arthropods","NE",5363
"bandicota bengalensis","Terrestrial mammals","LC",5364
"bandicota indica","Terrestrial mammals","LC",5365
"bandicota savilei","Terrestrial mammals","LC",5366
"bangsia aureocincta","Birds","VU",5367
"bangsia edwardsi","Birds","LC",5368
"bangsia melanochlamys","Birds","VU",5369
"bangsia rothschildi","Birds","LC",5370
"banjos banjos","Finfish","NE",5371
"bankia australis","Molluscs","NE",5372
"bankia carinata","Molluscs","NE",5373
"bankia gouldi","Molluscs","NE",5374
"bankia martensi","Molluscs","NE",5375
"bankia neztalia","Molluscs","NE",5376
"bankia setacea","Molluscs","NE",5377
"barathrodemus manatinus","Finfish","LC",5378
"barathronus bicolor","Finfish","LC",5379
"barathronus maculatus","Finfish","LC",5380
"barathronus unicolor","Finfish","DD",5381
"barbantus curvifrons","Finfish","LC",5382
"barbarophryne brongersmai","Amphibians","LC",5383
"barbastella barbastellus","Terrestrial mammals","NT",5384
"barbastella beijingensis","Terrestrial mammals","DD",5385
"barbastella leucomelas","Terrestrial mammals","LC",5386
"barbatia barbata","Molluscs","NE",5387
"barbatia cancellaria","Molluscs","NE",5388
"barbatia candida","Molluscs","NE",5389
"barbatia cometa","Molluscs","NE",5390
"barbatia foliata","Molluscs","NE",5391
"barbatia fusca","Molluscs","NE",5392
"barbatia obliquata","Molluscs","NE",5393
"barbatia setigera","Molluscs","NE",5394
"barbouria cubensis","Arthropods","CR",5395
"barbourisia rufa","Finfish","LC",5396
"barbourula busuangensis","Amphibians","NT",5397
"barbourula kalimantanensis","Amphibians","EN",5398
"barbulifer antennatus","Finfish","LC",5399
"barbulifer ceuthoecus","Finfish","LC",5400
"barbulifer pantherinus","Finfish","DD",5401
"barbuligobius boehlkei","Finfish","LC",5402
"barentsia gracilis","Molluscs","NE",5403
"barisia herrerae","Reptiles","EN",5404
"barisia imbricata","Reptiles","LC",5405
"barisia levicollis","Reptiles","DD",5406
"barisia rudicollis","Reptiles","EN",5407
"barnardius zonarius","Birds","LC",5408
"barnea candida","Molluscs","NE",5409
"barnea dilatata","Molluscs","NE",5410
"barnea manilensis","Molluscs","NE",5411
"barnea parva","Molluscs","NE",5412
"barnea similis","Molluscs","NE",5413
"barnea truncata","Molluscs","NE",5414
"bartramia longicauda","Birds","LC",5415
"bartschia canetae","Molluscs","NE",5416
"barycholos pulcher","Amphibians","LC",5417
"barycholos ternetzi","Amphibians","LC",5418
"barygenys apodasta","Amphibians","VU",5419
"barygenys atra","Amphibians","LC",5420
"barygenys cheesmanae","Amphibians","DD",5421
"barygenys exsul","Amphibians","LC",5422
"barygenys maculata","Amphibians","LC",5423
"barygenys nana","Amphibians","LC",5424
"barygenys parvula","Amphibians","NT",5425
"baryphthengus martii","Birds","LC",5426
"baryphthengus ruficapillus","Birds","LC",5427
"bascanichthys bascanium","Finfish","LC",5428
"bascanichthys ceciliae","Finfish","LC",5429
"baseodiscus hemprichii","Molluscs","NE",5430
"basileuterus auricapilla","Birds","LC",5431
"basileuterus belli","Birds","LC",5432
"basileuterus cabanisi","Birds","LC",5433
"basileuterus culicivorus","Birds","LC",5434
"basileuterus griseiceps","Birds","EN",5435
"basileuterus hypoleucus","Birds","LC",5436
"basileuterus ignotus","Birds","VU",5437
"basileuterus lachrymosus","Birds","LC",5438
"basileuterus melanogenys","Birds","LC",5439
"basileuterus rufifrons","Birds","LC",5440
"basileuterus trifasciatus","Birds","LC",5441
"basileuterus tristriatus","Birds","LC",5442
"basilinna leucotis","Birds","LC",5443
"basilinna xantusii","Birds","LC",5444
"basiliola beecheri","Molluscs","NE",5445
"basiliscus basiliscus","Reptiles","LC",5446
"basiliscus galeritus","Reptiles","LC",5447
"basiliscus plumifrons","Reptiles","LC",5448
"basiliscus vittatus","Reptiles","LC",5449
"basilornis celebensis","Birds","LC",5450
"basilornis corythaix","Birds","LC",5451
"basilornis galeatus","Birds","NT",5452
"bassanago albescens","Finfish","LC",5453
"bassanago bulbiceps","Finfish","LC",5454
"bassaricyon alleni","Terrestrial mammals","LC",5455
"bassaricyon gabbii","Terrestrial mammals","LC",5456
"bassaricyon medius","Terrestrial mammals","LC",5457
"bassaricyon neblina","Terrestrial mammals","NT",5458
"bassariscus astutus","Terrestrial mammals","LC",5459
"bassariscus sumichrasti","Terrestrial mammals","LC",5460
"bassia bassensis","Cnidaria","NE",5461
"bassogigas gillii","Finfish","LC",5462
"bassozetus compressus","Finfish","LC",5463
"bassozetus glutinosus","Finfish","LC",5464
"bassozetus normalis","Finfish","LC",5465
"bassozetus robustus","Finfish","LC",5466
"bassozetus taenia","Finfish","LC",5467
"bassozetus zenkevitchi","Finfish","LC",5468
"basterotia elliptica","Molluscs","NE",5469
"basterotia quadrata","Molluscs","NE",5470
"batagur dhongoka","Reptiles","CR",5471
"batagur kachuga","Reptiles","CR",5472
"batagur trivittata","Reptiles","CR",5473
"batara cinerea","Birds","LC",5474
"batea campi","Arthropods","NE",5475
"batea carinata","Arthropods","NE",5476
"batea catharinensis","Arthropods","NE",5477
"batea cuspidata","Arthropods","NE",5478
"batedotea elongata","Arthropods","NE",5479
"bathmocercus cerviniventris","Birds","DD",5480
"bathmocercus rufus","Birds","LC",5481
"bathochordaeus charon","Molluscs","NE",5482
"bathocyroe fosteri","Molluscs","NE",5483
"bathophilus abarbatus","Finfish","LC",5484
"bathophilus altipinnis","Finfish","LC",5485
"bathophilus ater","Finfish","LC",5486
"bathophilus brevis","Finfish","LC",5487
"bathophilus digitatus","Finfish","LC",5488
"bathophilus filifer","Finfish","LC",5489
"bathophilus flemingi","Finfish","LC",5490
"bathophilus indicus","Finfish","LC",5491
"bathophilus kingi","Finfish","LC",5492
"bathophilus longipinnis","Finfish","LC",5493
"bathophilus nigerrimus","Finfish","LC",5494
"bathophilus pawneei","Finfish","LC",5495
"bathophilus schizochirus","Finfish","LC",5496
"bathophilus vaillanti","Finfish","LC",5497
"bathothauma lyromma","Cephalopods","LC",5498
"bathoxiphus ensiculus","Molluscs","NE",5499
"bathoxiphus inexpectatus","Molluscs","NE",5500
"bathoxiphus soyomaruae","Molluscs","NE",5501
"bathyagonus alascanus","Finfish","NE",5502
"bathyagonus infraspinatus","Finfish","NE",5503
"bathyagonus nigripinnis","Finfish","NE",5504
"bathyagonus pentacanthus","Finfish","NE",5505
"bathyanthias cubensis","Finfish","LC",5506
"bathyanthias mexicanus","Finfish","LC",5507
"bathyaploactis curtisensis","Finfish","NE",5508
"bathyaploactis ornatissima","Finfish","NE",5509
"bathyarca cybaea","Molluscs","NE",5510
"bathyarca frielei","Molluscs","NE",5511
"bathyarca glacialis","Molluscs","NE",5512
"bathyarca glomerula","Molluscs","NE",5513
"bathyarca orbiculata","Molluscs","NE",5514
"bathyarca pectunculoides","Molluscs","NE",5515
"bathyarca philippiana","Molluscs","NE",5516
"bathyarctus faxoni","Arthropods","LC",5517
"bathyarctus rubens","Arthropods","LC",5518
"bathybiaster vexillifer","Echinoderms","NE",5519
"bathycallionymus kaianus","Finfish","NE",5520
"bathycheles incisus","Arthropods","NE",5521
"bathycheles integer","Arthropods","NE",5522
"bathyclupea argentea","Finfish","NE",5523
"bathyclupea gracilis","Finfish","NE",5524
"bathyclupea hoskynii","Finfish","NE",5525
"bathycongrus bertini","Finfish","LC",5526
"bathycongrus bullisi","Finfish","LC",5527
"bathycongrus dubius","Finfish","LC",5528
"bathycongrus guttulatus","Finfish","LC",5529
"bathycongrus macrurus","Finfish","LC",5530
"bathycongrus odontostomus","Finfish","LC",5531
"bathycongrus retrotinctus","Finfish","DD",5532
"bathycongrus thysanochilus","Finfish","LC",5533
"bathycongrus varidens","Finfish","LC",5534
"bathycongrus vicinalis","Finfish","LC",5535
"bathycongrus wallacei","Finfish","LC",5536
"bathycrinus carpenterii","Echinoderms","NE",5537
"bathydoris clavigera","Molluscs","NE",5538
"bathydraco antarcticus","Finfish","NE",5539
"bathydraco joannae","Finfish","LC",5540
"bathydraco macrolepis","Finfish","NE",5541
"bathydraco marri","Finfish","NE",5542
"bathyergus janetta","Terrestrial mammals","LC",5543
"bathyergus suillus","Terrestrial mammals","LC",5544
"bathygadus antrodes","Finfish","NE",5545
"bathygadus cottoides","Finfish","NE",5546
"bathygadus favosus","Finfish","LC",5547
"bathygadus macrops","Finfish","LC",5548
"bathygadus melanobranchus","Finfish","LC",5549
"bathygadus spongiceps","Finfish","NE",5550
"bathygobius andrei","Finfish","LC",5551
"bathygobius antilliensis","Finfish","LC",5552
"bathygobius coalitus","Finfish","LC",5553
"bathygobius cocosensis","Finfish","LC",5554
"bathygobius cotticeps","Finfish","LC",5555
"bathygobius curacao","Finfish","LC",5556
"bathygobius cyclopterus","Finfish","LC",5557
"bathygobius fuscus","Finfish","LC",5558
"bathygobius hongkongensis","Finfish","NE",5559
"bathygobius laddi","Finfish","LC",5560
"bathygobius lineatus","Finfish","VU",5561
"bathygobius meggitti","Finfish","LC",5562
"bathygobius mystacium","Finfish","LC",5563
"bathygobius petrophilus","Finfish","NE",5564
"bathygobius ramosus","Finfish","LC",5565
"bathygobius soporator","Finfish","LC",5566
"bathylaco nigricans","Finfish","LC",5567
"bathylagichthys australis","Finfish","NE",5568
"bathylagichthys greyae","Finfish","LC",5569
"bathylagoides argyrogaster","Finfish","LC",5570
"bathylagoides nigrigenys","Finfish","NE",5571
"bathylagoides wesethi","Finfish","NE",5572
"bathylagus antarcticus","Finfish","NE",5573
"bathylagus euryops","Finfish","NE",5574
"bathylagus gracilis","Finfish","NE",5575
"bathylagus pacificus","Finfish","NE",5576
"bathylagus tenuis","Finfish","NE",5577
"bathylychnops exilis","Finfish","NE",5578
"bathymargarites symplector","Molluscs","NT",5579
"bathymaster leurolepis","Finfish","NE",5580
"bathymaster signatus","Finfish","NE",5581
"bathymicrops regis","Finfish","LC",5582
"bathymodiolus aduloides","Molluscs","NE",5583
"bathymodiolus brevior","Molluscs","VU",5584
"bathymodiolus childressi","Molluscs","NE",5585
"bathymodiolus japonicus","Molluscs","NE",5586
"bathymodiolus platifrons","Molluscs","NE",5587
"bathymodiolus thermophilus","Molluscs","NE",5588
"bathymunida polae","Arthropods","NE",5589
"bathymunida sibogae","Arthropods","NE",5590
"bathynectes longispina","Arthropods","NE",5591
"bathynectes maravigna","Arthropods","NE",5592
"bathynomus doederleini","Arthropods","NE",5593
"bathynomus giganteus","Arthropods","NE",5594
"bathynomus immanis","Arthropods","NE",5595
"bathynomus kapala","Arthropods","NE",5596
"bathynomus kensleyi","Arthropods","NE",5597
"bathyonus caudalis","Finfish","LC",5598
"bathyonus laticeps","Finfish","DD",5599
"bathyonus pectoralis","Finfish","LC",5600
"bathypalaemonella serratipalma","Arthropods","NE",5601
"bathypathes patula","Cnidaria","NE",5602
"bathypectinura heros","Echinoderms","NE",5603
"bathypera ovoida","Molluscs","NE",5604
"bathypera splendens","Molluscs","NE",5605
"bathyphellia margaritacea","Cnidaria","NE",5606
"bathypilumnus pugilator","Arthropods","NE",5607
"bathyplax typhlus","Arthropods","NE",5608
"bathyplotes gourdoni","Echinoderms","DD",5609
"bathyplotes moseleyi","Echinoderms","DD",5610
"bathyplotes natans","Echinoderms","LC",5611
"bathypolypus arcticus","Cephalopods","LC",5612
"bathypolypus bairdii","Cephalopods","LC",5613
"bathypolypus ergasticus","Cephalopods","LC",5614
"bathypolypus pugniger","Cephalopods","LC",5615
"bathypolypus sponsalis","Cephalopods","LC",5616
"bathypolypus valdiviae","Cephalopods","LC",5617
"bathyporeia pilosa","Arthropods","NE",5618
"bathyprion danae","Finfish","LC",5619
"bathypsammia tintinnabulum","Cnidaria","NE",5620
"bathypterois atricolor","Finfish","LC",5621
"bathypterois bigelowi","Finfish","LC",5622
"bathypterois dubius","Finfish","LC",5623
"bathypterois filiferus","Finfish","LC",5624
"bathypterois grallator","Finfish","LC",5625
"bathypterois guentheri","Finfish","LC",5626
"bathypterois longifilis","Finfish","LC",5627
"bathypterois longipes","Finfish","LC",5628
"bathypterois pectinatus","Finfish","LC",5629
"bathypterois phenax","Finfish","LC",5630
"bathypterois quadrifilis","Finfish","LC",5631
"bathypterois viridensis","Finfish","LC",5632
"bathypyura celata","Molluscs","NE",5633
"bathyraja abyssicola","Elasmobranchs","DD",5634
"bathyraja albomaculata","Elasmobranchs","VU",5635
"bathyraja aleutica","Elasmobranchs","LC",5636
"bathyraja brachyurops","Elasmobranchs","NT",5637
"bathyraja cousseauae","Elasmobranchs","LC",5638
"bathyraja diplotaenia","Elasmobranchs","LC",5639
"bathyraja eatonii","Elasmobranchs","LC",5640
"bathyraja griseocauda","Elasmobranchs","EN",5641
"bathyraja hesperafricana","Elasmobranchs","LC",5642
"bathyraja interrupta","Elasmobranchs","LC",5643
"bathyraja isotrachys","Elasmobranchs","LC",5644
"bathyraja lindbergi","Elasmobranchs","LC",5645
"bathyraja maccaini","Elasmobranchs","LC",5646
"bathyraja macloviana","Elasmobranchs","NT",5647
"bathyraja maculata","Elasmobranchs","LC",5648
"bathyraja magellanica","Elasmobranchs","LC",5649
"bathyraja minispinosa","Elasmobranchs","LC",5650
"bathyraja multispinis","Elasmobranchs","NT",5651
"bathyraja murrayi","Elasmobranchs","LC",5652
"bathyraja parmifera","Elasmobranchs","LC",5653
"bathyraja richardsoni","Elasmobranchs","LC",5654
"bathyraja scaphiops","Elasmobranchs","LC",5655
"bathyraja shuntovi","Elasmobranchs","DD",5656
"bathyraja smirnovi","Elasmobranchs","NT",5657
"bathyraja smithii","Elasmobranchs","LC",5658
"bathyraja spinicauda","Elasmobranchs","NT",5659
"bathyraja spinosissima","Elasmobranchs","LC",5660
"bathyraja taranetzi","Elasmobranchs","LC",5661
"bathyraja trachouros","Elasmobranchs","NT",5662
"bathyraja trachura","Elasmobranchs","LC",5663
"bathyraja violacea","Elasmobranchs","LC",5664
"bathysauropsis gracilis","Finfish","LC",5665
"bathysaurus ferox","Finfish","LC",5666
"bathysaurus mollis","Finfish","LC",5667
"bathysolea polli","Finfish","LC",5668
"bathysolea profundicola","Finfish","LC",5669
"bathysphyraenops simplex","Finfish","NE",5670
"bathysquilla crassispinosa","Arthropods","NE",5671
"bathysquilla microps","Arthropods","NE",5672
"bathystyeloides enderbyanus","Molluscs","NE",5673
"bathystyeloides laubieri","Molluscs","NE",5674
"bathyteuthis abyssicola","Molluscs","LC",5675
"bathytoma biconica","Molluscs","NE",5676
"bathytoshia brevicaudata","Elasmobranchs","LC",5677
